匌	khop4
匌	kop4
匍	bu1
匏	baew1
匐	bjuwk4
匐	bok4
匑	khjuwng1
匑	kjuwng1
匓	kjuw3
匕	pjij2
化	xwae3
北	pok4
匘	naw2
匙	dzye1
匚	pjang1
匜	ye2
匜	ye1
匝	tsop4
匠	dzjang3
匡	khjwang1
匣	haep4
匤	khjowk4
匥	bjen3
匧	khep4
匨	tsang1
匪	pjïj2
匫	xwot4
匭	kwij2
匯	hwoj2
匯	khweaj1
匰	tan1
匱	gwij3
匳	ljem1
匴	swan2
匵	duwk4
匶	gjuw3
匸	hej2
匹	phjit4
医	ej3
匽	jon2
匽	jon3
匾	pen2
匿	nrik4
匿	thok4
區	khju1
區	uw1
十	dzyip4
卂	sin3
卂	trjwej3
千	tshen1
卄	kjowng1
卅	sop4
卅	sap4
升	sying1
午	ngu2
卉	xjwïj2
卉	xjwïj3
半	pan3
卌	sip4
卍	mjon3
卑	pjie1
卒	tswit4
卒	tswot4
卒	tshwot4
卓	traewk4
協	hep4
南	nom1
卙	tsyhip4
博	pak4
卛	kjwon3
卜	puwk4
卝	hwaeng2
卞	bjen3
卟	khej2
卟	kej1
占	tsyem1
占	tsyem3
卡	khae2
卣	yuw2
卣	yuw1
卤	sej1
卦	kwea3
卩	tset4
卬	ngang1
卬	ngjang2
卮	tsye1
卯	maew2
印	jin3
危	ngjwe1
卲	dzyew3
即	tsik4
却	khjak4
卵	lwa2
卵	lwan2
卶	tsyhe3
卶	sye3
卷	gjwon2
卷	kjwen2
卷	kjwen3
卷	gjwen1
卸	sjae3
卹	swit4
卻	khjak4
卻	kjak4
卽	tsik4
卿	khjaeng1
厀	sit4
厂	xan2
厂	xan3
厃	tsyem1
厄	eak4
厇	treak4
厈	tsyhae3
厊	ngae2
厎	tsyi2
厎	tsyij2
厏	dzrae2
厏	tsrae2
厒	khop4
厓	ngea1
厖	maewng1
厗	dej1
厘	li1
厙	syae3
厚	huw3
厚	huw2
厜	tsjwe1
厝	tshu3
厝	tshak4
原	ngjwon1
厤	lek4
厥	kjwot4
厥	kjut4
厧	ten1
厨	drju1
厬	kwij2
厭	jiem3
厭	jiem2
厭	jiep4
厱	kheam1
厱	khjaem1
厲	ljej3
厴	jiem2
厵	ngjwon1
厶	sij1
厸	mem2
厹	gjuw1
去	khjo3
去	khjo2
厽	ljwe2
厾	1
叀	dzywen3
叀	tsywen1
叁	sam1
參	tshom1
參	tshom3
參	sam1
參	tsrhim1
參	srim1
又	hjuw3
叉	tsrhae1
叉	tsrhea1
及	gip4
友	hjuw2
反	pjon2
反	phjon1
叒	nyak4
叔	syuwk4
叕	trjwet4
取	tshju2
取	tshuw2
受	dzyuw2
叚	kae2
叛	ban3
叜	suw2
叟	suw2
叡	ywej3
叢	dzuwng1
口	khuw2
古	ku2
句	kju3
句	gju1
句	kuw1
句	kuw3
另	leng3
叨	thaw1
叩	khuw2
只	tsye2
只	tsye1
叫	kew3
召	drjew3
召	dzyew3
叭	pheat4
叮	teng1
可	kha2
台	thoj1
台	yi1
叱	tsyhit4
史	sri2
右	hjuw2
右	hjuw3
叴	gjuw1
叵	pha2
叶	hep4
号	haw3
司	si1
叻	lok4
叼	tew1
叿	xuwng1
吁	hju3
吁	xju1
吂	mang3
吂	mang1
吃	kjït4
各	kak4
吅	xjwon1
吅	zjowng3
吆	ew1
合	hop4
合	kop4
吉	kjit4
吊	tew3
吋	tshwon3
同	duwng1
名	mjieng1
后	huw3
后	huw2
吏	li3
吐	thu2
吐	thu3
向	xjang3
向	syang3
吒	trae3
吕	ljo2
吖	ae1
君	kjun1
吜	trhjuw2
吝	lin3
吞	thon1
吞	then1
吟	ngim3
吟	ngim1
吠	bjoj3
吡	bjit4
吡	phjie2
吢	tshim3
吣	tshim3
否	bij2
否	pjuw2
吧	pae1
吧	phae1
吨	thwon2
吩	pjun1
吪	ngwa1
含	hom1
听	ngjïn2
听	ngin2
吭	hang2
吭	hang3
吭	hang1
吮	dzjwen2
吮	zywin2
启	khej2
吰	hweang1
吱	khjie3
吲	yin2
吳	ngu1
吴	ngu1
吵	tsrhaew2
吵	mjiew2
吶	nop4
吶	nrjwet4
吷	xjwiet4
吸	xip4
吹	tsyhwe3
吹	tsyhwe1
吺	tuw1
吻	mjun2
吼	xuw2
吼	xuw3
吽	xuw2
吾	ngu1
吾	ngae1
吿	kowk4
吿	kaw3
呀	xae1
呀	ngae1
呁	kjwin3
呂	ljo2
呃	eaj3
呃	eak4
呆	ngoj1
呆	toj1
呈	drjeng3
呈	drjeng1
告	kaw3
告	kowk4
呋	pju1
呎	tsyhek4
呐	nrjwet4
呔	toj1
呝	eak4
呝	eaj3
呞	syi1
呢	nrij1
呣	muw1
呤	leng1
呥	nyem1
呦	jiw1
周	tsyuw1
呪	tsyuw3
呫	thep4
呬	xij3
呭	yej3
呰	tsje2
呱	ku1
呲	dzje1
呲	tsje1
味	mjïj3
呴	xuw2
呴	xju3
呵	xa3
呵	xa1
呶	nraew1
呷	xaep4
呸	phij1
呺	xjew1
呻	syin1
呼	xu1
命	mjaeng3
呾	aet4
呾	tat4
呿	khjaep4
呿	khja1
呿	khjo3
咀	tsjo2
咀	dzjo2
咀	aet4
咁	kam1
咂	tsop4
咄	twat4
咄	twot4
咅	thuw3
咆	baew1
咇	bjit4
咇	bet4
咇	pit4
咈	bjut4
咉	ang2
咉	ang1
咊	hwa1
咋	dzraek4
咋	tsa2
咋	tsrae3
咋	tsreak4
和	hwa3
和	hwa1
咍	xoj1
咎	kaw1
咎	gjuw2
咏	hjwaeng3
咐	pju3
咒	tsyuw3
咕	ku1
咖	khae1
咚	towng1
咟	hweak4
咠	tship4
咠	tsip4
咡	nyi3
咡	nyi1
咢	ngak4
咣	kwang1
咤	trae3
咤	trae1
咥	det4
咥	trhit4
咥	tet4
咦	xjij1
咧	ljet4
咨	tsij1
咩	mjie2
咩	mjae2
咪	mjie2
咪	mej1
咫	tsye2
咬	aew1
咬	ngaew2
咬	kaew1
咭	xjit4
咭	kheat4
咮	trjuw3
咮	trjuw1
咮	trju3
咮	tsyu1
咯	kak4
咰	srwit4
咱	dzom1
咱	dza1
咳	hoj1
咳	khok4
咶	hwaet4
咶	xwaej3
咶	xweaj3
咷	daw1
咷	thew3
咸	heam1
咹	at4
咺	xjwon2
咻	xjuw1
咻	xju2
咼	khwea1
咽	en1
咽	en3
咽	et4
咿	jij1
哀	oj1
品	phim2
哂	syin2
哃	duwng1
哄	huwng3
哆	ta3
哆	ta2
哆	trae3
哆	trhae1
哆	tsyhae2
哆	tsyhe2
哆	tsyhi3
哇	wae1
哇	ea1
哈	ngop4
哈	xop4
哉	tsoj1
哊	hjuwk4
哎	aj3
哎	ngaj3
哏	hon1
哐	khjwang1
哚	twa2
哞	mjuw1
員	hjun1
員	hjwen1
員	hjun3
哢	luwng3
哤	maewng1
哥	ka1
哦	nga1
哧	tsyhek4
哧	syek4
哨	sjew1
哨	tshjew3
哩	li2
哪	na2
哫	tsjowk4
哭	khuwk4
哮	xaew1
哮	xaew3
哯	hen2
哰	law1
哱	phwot4
哲	trjet4
哳	traet4
哴	lang1
哴	ljang3
哵	peat4
哶	mjae2
哷	ljwet4
哹	bjuw1
哹	pjuw1
哺	bu3
哼	xaeng1
哽	kaeng2
哿	ka2
唁	ngjen3
唂	kuwk4
唄	baej3
唄	paj3
唅	hom3
唅	xom1
唆	swa1
唇	tsyin1
唈	ip4
唈	op4
唉	oj1
唉	eaj2
唊	kep4
唌	dan1
唏	xjïj2
唏	xjïj3
唐	dang1
唑	dzwa3
唔	ngu1
唕	dzaw2
唚	tshim3
唧	tsit4
唧	tsik4
唪	buwng2
唪	bjowng2
唫	ngim1
唫	gim2
唬	xae3
唬	kwaek4
唭	khi3
售	dzyuw3
唯	ywij2
唯	ywij1
唰	srjwet4
唰	srwaet4
唱	tsyhang3
唲	nye1
唲	ea1
唳	let4
唳	lej3
唴	khjang3
唵	om2
唶	tsjae3
唷	yuwk4
唸	tem3
唸	ten3
唹	jo1
唻	loj2
唻	loj1
唼	sraep4
唼	tsop4
唼	tsjep4
唾	thwa3
啀	ngea1
啁	trjuw1
啁	traew1
啂	nuw2
啃	khon2
啄	traewk4
啄	tuwk4
啅	traewk4
商	syang1
啇	tek4
啉	lom1
啊	a1
啌	xaewng1
啍	dwon1
啎	ngu3
問	mjun3
啐	tsrhwaej3
啐	swoj3
啐	tshwoj3
啐	tswit4
啑	sraep4
啑	tej3
啒	xwot4
啒	kwot4
啓	khej2
啕	daw1
啖	dam2
啖	dam3
啗	dam2
啗	dam3
啙	dzej2
啙	tsje2
啙	tsej1
啚	du1
啚	pij2
啜	tsyhwet4
啜	trjwej3
啜	dzywej3
啜	trjwet4
啜	dzywet4
啞	aek4
啞	ae2
啞	ae3
啞	eak4
啟	khej2
啡	phwoj2
啣	haem1
啤	bjie1
啥	dzyae2
啦	lop4
啪	phaek4
啵	pa1
啶	deng3
啷	lang1
啺	dang1
啻	sye3
啼	dej1
啾	tsjuw1
喀	khaek4
喁	ngjowng1
喂	jwïj3
喃	nream1
善	dzyen2
喅	yuwk4
喆	trjet4
喇	lat4
喈	keaj1
喉	huw1
喊	xeam2
喊	xam2
喊	heam2
喋	tep4
喋	draep4
喋	dep4
喌	tsyuwk4
喌	tsyuw1
喎	khwea1
喏	nyae2
喑	im3
喑	im1
喑	om1
喓	jiew1
喔	aewk4
喗	ngjun2
喘	tsyhwen2
喙	xjwoj3
喚	xwan3
喛	xjwon1
喛	xwan3
喜	xi2
喝	aej3
喝	xat4
喟	khwij3
喟	khweaj3
喠	tsyhowng2
喠	tsyowng2
喢	tsrheap4
喢	tsyhep4
喢	sreap4
喢	srjep4
喣	xju2
喤	hwaeng1
喤	xwaeng1
喥	dak4
喦	nyep4
喧	xjwon1
喨	ljang3
喪	sang3
喪	sang1
喫	khek4
喬	gjew1
喬	kjew1
喭	ngjen3
喭	ngan3
單	tan1
單	dzyen1
單	dzyen2
單	dzyen3
喰	swon1
喰	tshan1
喱	li1
喲	jak4
喳	tsrae1
喵	mjew1
喹	khwej1
喻	yu3
喿	saw3
嗀	xuwk4
嗀	xaewk4
嗁	dej1
嗂	yew1
嗃	xaew3
嗃	xaew1
嗃	xak4
嗄	aej3
嗄	srae3
嗅	xjuw3
嗆	tshjang3
嗆	tshjang1
嗇	srik4
嗈	jowng1
嗉	su3
嗊	xuwng2
嗋	xjaep4
嗌	jiek4
嗍	sraewk4
嗎	mae1
嗑	hap4
嗑	kap4
嗒	top4
嗒	thap4
嗓	sang2
嗔	tsyhin1
嗔	den1
嗕	nyowk4
嗖	srjuwk4
嗖	srjuw3
嗗	weat4
嗙	paeng1
嗚	u1
嗛	khem2
嗜	dzyij3
嗝	keak4
嗞	tsi1
嗟	tsjae1
嗡	uwng2
嗡	uwng1
嗢	weat4
嗢	wot4
嗣	zi3
嗤	tsyhi1
嗥	haw1
嗦	sa1
嗨	xoj1
嗩	swa2
嗪	dzin1
嗯	on1
嗲	1
嗵	thuwng1
嗶	pjit4
嗷	ngaw1
嗸	ngaw1
嗹	len1
嗺	swoj1
嗺	tswij2
嗺	tswoj1
嗺	tsju1
嗻	tsyae3
嗼	maek4
嗼	mak4
嗽	suwk4
嗽	suw3
嗽	sraewk4
嗾	suw2
嗾	suw3
嗾	tshuw3
嗿	thom2
嘀	treak4
嘀	tek4
嘁	tsop4
嘂	kew3
嘄	ngew3
嘅	khoj3
嘆	than3
嘆	than1
嘈	dzaw1
嘉	kae1
嘌	phjiew1
嘍	luw2
嘍	luw1
嘎	keat4
嘏	kae2
嘐	xaew1
嘐	kaew1
嘑	xu1
嘒	xwej3
嘓	kweak4
嘔	uw2
嘔	uw1
嘕	xjen1
嘖	dzreak4
嘖	tsraek4
嘖	tsreak4
嘗	dzyang1
嘘	xjo3
嘛	mae1
嘜	meak4
嘞	lok4
嘟	tu1
嘣	pong1
嘧	mit4
嘩	hwae1
嘩	xwae1
嘪	mea2
嘫	nrean1
嘬	tsrhwaej3
嘭	baeng1
嘮	trhaew1
嘯	sew3
嘰	kjïj1
嘲	traew1
嘳	khwij3
嘳	khweaj3
嘴	tsjwe2
嘵	xew1
嘶	sej1
嘸	mju2
嘸	mju1
嘹	lew3
嘹	lew1
嘺	gjiew1
嘻	xi1
嘼	xjuw3
嘽	tsyhen2
嘽	than1
嘾	dom2
嘿	xok4
噁	u3
噂	tswon2
噅	xjwe1
噆	tshom2
噆	tsop4
噇	draewng1
噈	tsjuwk4
噉	dam2
噊	ywit4
噊	zywit4
噋	khwak4
噋	thwon1
噌	tsrheang1
噍	dzjew3
噍	tsjew1
噎	et4
噏	xip4
噑	haw1
噓	xjo3
噓	xjo1
噔	tong1
噗	phuwk4
噘	kjwot4
噙	gim1
噚	zim1
噝	si1
噞	ngjem2
噞	ngjem3
噟	ing3
噠	tat4
噡	tsyem1
噢	ju2
噢	juwk4
噣	trjuw3
噣	traewk4
噣	tsyowk4
噣	tuw3
噤	gim2
噤	gim3
噥	nraewng1
噥	nowng1
噦	jwet4
噦	jwot4
噦	xwaj3
噧	xeaj3
噧	that4
器	khij3
噩	ngak4
噪	saw3
噫	i1
噫	eaj3
噬	dzyej3
噭	kew3
噮	wen3
噯	oj3
噰	jowng1
噱	gjak4
噲	khwaej3
噳	ngju2
噴	phwon3
噴	phwon1
噶	kat4
噸	twon1
噹	tang1
噻	soj1
噿	tswij2
嚀	neng1
嚂	lam3
嚂	xam2
嚂	kham3
嚃	thop4
嚄	hwaek4
嚅	nyu1
嚆	xaew1
嚇	xaek4
嚇	xae3
嚈	jiep4
嚊	phij3
嚌	dzej3
嚎	haw1
嚏	tej3
嚐	dzyang1
嚓	tsrheat4
嚔	tej3
嚕	lu1
嚖	xwej3
嚗	paewk4
嚘	juw1
嚚	ngin1
嚛	xuwk4
嚛	xowk4
嚜	mij3
嚝	xwaeng1
嚞	trjet4
嚡	hea1
嚥	en3
嚦	lek4
嚧	lu1
嚨	luwng1
嚫	tsrhin3
嚬	bjin1
嚭	phij2
嚮	xjang2
嚮	xjang3
嚱	xje3
嚲	ta2
嚳	khowk4
嚴	ngjaem1
嚵	tsrhaem3
嚵	dzraem1
嚵	dzjem2
嚶	eang1
嚷	nyang2
嚻	xjew1
嚼	dzjak4
嚾	xwan3
囀	trjwen3
囁	nyep4
囁	tsyep4
囂	xjew1
囃	tshap4
囅	trhjen2
囈	ngjiej3
囉	la1
囊	nang1
囋	dzat4
囋	dzan3
囌	su1
囍	xi2
囏	kean1
囐	dzat4
囑	tsyowk4
囔	nang1
囗	hjwïj1
囚	zjuw1
四	sij3
囝	nom1
囝	kjen2
回	hwoj1
囟	sin3
因	jin1
囡	nom1
囤	dwon2
囦	wen1
囧	kjwaeng2
囩	hwin1
囪	tsrhaewng1
囪	tshuwng1
囫	xwot4
园	ngwan1
囮	yuw1
囮	ngwa1
困	khwon3
囱	tsrhaewng1
囱	tshuwng1
囷	khwin1
囹	leng1
固	ku3
囿	hjuwk4
囿	hjuw3
圁	ngin1
圂	hwon3
圃	pu2
圃	pu3
圄	ngjo2
圅	hom1
圇	lwin1
圈	khjwen1
圈	gjwon2
圈	gjwon3
圈	gjwen2
圉	ngjo2
圊	tshjeng1
國	kwok4
圌	dzywen1
圌	dzywe1
圍	hjwïj1
圍	hjwïj3
圎	hjwen1
園	hjwon1
圓	hjwen1
圓	zjwen1
圔	eap4
圖	du1
團	dwan1
圛	yek4
圜	hjwen1
圜	hwaen1
圝	lwan1
圞	lwan1
土	thu2
土	du2
圠	eat4
圡	thu2
圢	then2
圢	theng2
圣	khwot4
圤	phaewk4
在	dzoj2
在	dzoj3
圩	hju1
圩	khjo1
圪	ngjït4
圪	ngit4
圬	u1
圭	kwej1
圮	bij2
圯	yi1
地	dij3
圱	tshen1
圳	tsywin3
圻	ngjïn1
圻	ngon1
圻	gjïj1
圼	net4
圾	sop4
圿	keat4
址	tsyi2
坁	tsye2
坂	pjon2
坄	ywek4
坄	duw1
坅	khim2
均	kjwin1
坉	dwon2
坉	dwon1
坊	bjang1
坊	pjang1
坋	bjun2
坋	bjun3
坌	bwon3
坌	bjun2
坌	bjun3
坍	tham1
坎	khom2
坏	phwoj1
坐	dzwa2
坐	dzwa3
坑	khaeng1
坒	bjit4
坒	bjij3
坡	pha1
坢	phan2
坣	dang1
坤	khwon1
坥	tshjo3
坥	tshjo1
坦	than2
坨	da1
坩	kham1
坪	bjaeng1
坪	bjaeng3
坫	trim1
坫	tem3
坬	kwae3
坭	nej2
坯	phwoj1
坰	kweng1
坱	ang2
坲	bjut4
坳	aew1
坴	ljuwk4
坵	khjuw1
坶	mjuwk4
坷	kha2
坷	kha3
坹	hwet4
坹	xwet4
坺	bjot4
坺	bat4
坻	drij1
坻	tsye2
坻	tej2
坼	trhaek4
坿	bju3
坿	bju1
垂	dzywe1
垃	lop4
型	heng1
垌	thuwng2
垍	gij3
垎	haek4
垐	dzij1
垐	dzik4
垑	tsyhe2
垒	ljwe2
垒	lwij3
垓	koj1
垔	jin1
垕	huw2
垗	drjew2
垘	bok4
垙	kwang1
垚	ngew1
垛	dwa2
垝	kjwe2
垝	kjwe3
垠	ngjïn1
垠	ngon1
垠	ngin1
垡	bjot4
垢	kuw2
垣	hjwon1
垤	det4
垬	huwng1
垮	khwae2
垵	om2
垶	sjweng1
垷	hen2
垷	ken2
垸	hwan3
垸	hwan1
垹	paewng1
垻	pae3
垼	ywek4
垽	ngjïn3
垽	ngin3
垾	han3
埂	kaeng2
埂	kaeng1
埃	oj1
埆	khaewk4
埇	yowng2
埈	swin3
埋	meaj1
埌	lang3
埍	hwen2
埍	kwen2
城	dzyeng1
埏	yen1
埏	syen1
埐	dzim1
埐	tsim1
埒	ljwet4
埔	phu2
埕	drjeng1
埝	nep4
埝	tem3
域	hwik4
埠	bu3
埡	u2
埡	u3
埡	ae3
埢	kjwen2
埤	bjie1
埧	gju3
埩	dzreang1
埩	tsreang1
埪	khuwng1
埫	trhjowng2
埬	tuwng1
埭	doj3
埯	jaem2
埯	am2
埰	tshoj3
埱	tsyhuwk4
埲	buwng2
埳	khom2
埴	dzyik4
埴	tsyhi3
埵	twa2
埶	ngjiej3
執	tsyip4
埸	yek4
培	buw2
培	bwoj1
基	ki1
埻	tsywin2
埻	kwak4
埻	kweak4
埼	gje1
埽	saw2
埽	saw3
埾	dzju3
埿	baem3
埿	nej3
埿	nej1
堀	khwot4
堀	gjut4
堁	khwa2
堁	khwa3
堁	khwoj3
堂	dang1
堃	khwon1
堄	ngej2
堄	ngej3
堅	ken1
堆	twoj1
堇	gin1
堇	kjïn2
堈	kang1
堉	yuwk4
堊	ak4
堋	bong1
堋	pong3
堋	phong1
堍	thu3
堖	naw2
堗	dwot4
堙	jin1
堚	hwon1
堛	phik4
堜	len3
堝	kwa1
堞	dep4
堟	drjwen2
堠	huw3
堡	paw2
堢	paw2
堣	ngju1
堤	dzye1
堤	tej2
堤	tej1
堥	mjuw1
堥	maw1
堦	keaj1
堧	nywen1
堧	nwa3
堨	at4
堩	kong3
堪	khom1
堫	tsrhaewng1
堫	tsuwng1
堬	yu1
堭	hwang1
堮	ngak4
堯	ngew1
堰	jien3
堰	jon2
堰	jon3
報	paw3
堲	dzik4
堲	tsit4
堲	tsik4
場	drjang1
堵	tu2
堵	tsyae2
堶	dwa1
堸	bjuwng1
堹	trjowng3
堺	keaj3
堽	kang1
堿	keam2
塄	long1
塈	xjïj3
塈	gij3
塉	dzjek4
塊	khwoj3
塊	khweaj3
塋	yweng1
塌	thap4
塍	zying1
塎	yowng2
塏	khoj2
塐	su3
塑	su3
塒	dzyi1
塓	mek4
塔	thap4
塕	uwng2
塖	zying1
塗	du1
塗	drae1
塘	dang1
塙	khaewk4
塚	trjowng2
塛	lit4
塞	soj3
塞	sok4
塠	twoj1
塡	den3
塡	den1
塡	trin3
塡	trin1
塢	u2
塣	drjeng2
塤	xjwon1
塥	keak4
塩	yem1
填	den3
填	den1
填	trin3
填	trin1
塭	won1
塯	ljuw3
塲	syang1
塵	drin1
塸	uw2
塹	tshjem3
塺	ma3
塺	mwoj1
塻	mak4
塽	srjang2
塾	dzyuwk4
塿	luw2
墀	drij1
墁	man3
墁	man1
境	kjaeng2
墄	tshok4
墅	dzyo2
墆	det4
墆	dej3
墇	tsyang3
墇	tsyang1
墉	yowng1
墊	tem3
墊	dep4
墋	tsrhim2
墌	tsyek4
墍	xjïj3
墍	gij3
墐	gin3
墐	gin1
墒	syang1
墓	mu3
墘	gjen1
墚	ljang1
墜	drwij3
墝	khaew1
增	tsong3
增	tsong1
墟	khjo1
墠	dzyen2
墡	dzyen2
墣	phuwk4
墣	phaewk4
墤	dwoj1
墤	khweaj3
墦	bjon1
墨	mok4
墩	twon1
墫	tshwin1
墬	dij3
墭	dzyeng3
墮	dwa2
墮	xjwie1
墮	thwa2
墲	mu1
墲	mju1
墲	phu1
墳	bjun1
墳	bjun2
墶	dat4
墺	juwk4
墺	aw3
墻	dzjang1
墼	kek4
墽	khew1
墾	khon2
墿	yek4
壁	pek4
壂	den3
壃	kjang1
壄	yae2
壅	jowng2
壅	jowng1
壅	jowng3
壇	dan1
壈	lom2
壍	tshjem3
壎	xjwon1
壏	haem2
壏	xam2
壐	sje2
壑	xak4
壒	aj3
壓	aep4
壔	taw2
壕	haw1
壗	dzin3
壘	lwij2
壙	khwang3
壚	lu1
壛	yem1
壜	dom1
壝	ywij2
壝	ywij1
壞	hweaj3
壞	kweaj3
壟	ljowng2
壠	ljowng2
壢	lek4
壣	lin1
壤	nyang2
壩	pae3
士	dzri2
壬	nyim1
壯	tsrjang3
壴	trju3
壷	hu1
壹	jit4
壺	hu1
壻	sej3
壼	khwon2
壽	dzyuw3
壽	dzyuw2
壾	mang2
壿	tshwin1
夂	trij2
夃	ku2
夅	haewng1
夆	bjowng1
夆	haj3
夊	tsrhjwe1
夊	swij1
夋	tshwin1
夌	ling1
复	bjuwk4
夎	tswa3
夎	tswoj3
夏	hae2
夏	hae3
夐	xwen3
夐	xjwieng3
夔	gwij1
夕	zjek4
外	ngwaj3
夗	jwon2
夘	tsej2
夙	sjuwk4
多	ta1
夜	yae3
夝	dzjeng1
够	kuw3
夠	khuw1
夠	kuw3
夠	kuw1
夡	khjij3
夢	mjuwng3
夢	mjuwng1
夤	yin1
夥	hwa2
夥	hwea2
大	daj3
大	da3
夨	let4
夨	tsrik4
天	then1
太	thaj3
夫	pju1
夫	bju1
夬	kwaej3
夭	jew2
夭	jew1
夭	aw2
央	jang1
夯	bwon2
夯	xaewng2
夯	xang1
夰	haw2
夰	kaw2
失	syit4
夲	thaw1
夵	yem2
夷	yij1
夸	khwae1
夼	khwang2
夽	ngjun2
夾	keap4
奃	tej1
奄	jem2
奅	phaew3
奇	gje1
奇	kje1
奈	na3
奈	naj3
奉	bjowng2
奊	het4
奎	khwej1
奏	tsuw3
奐	xwan3
契	khet4
契	khej3
契	khjït4
奒	khoj1
奓	trae3
奓	trae1
奔	pwon3
奔	pwon1
奕	yek4
套	thaw3
套	thaw2
奘	dzang2
奘	dzang3
奚	hej1
奜	phjïj2
奝	tew1
奞	swin3
奞	swij1
奞	sjew1
奞	sin3
奠	den3
奠	teng3
奡	ngaw3
奢	syae1
奣	waeng2
奤	phak4
奥	aw3
奧	aw3
奩	ljem1
奪	dwat4
奫	win1
奭	syek4
奮	pjun3
奯	xwat4
奰	bij3
奲	tsyhae2
奲	ta2
女	nrjo2
女	nrjo3
女	nyo2
奴	nu1
奵	teng2
奶	nrea2
奸	kan1
奸	kaen1
她	tha1
奻	nrwaen3
奻	nrwaen1
奼	trhae2
奼	trae3
奼	tu3
好	xaw2
好	xaw3
奾	sjen1
奿	phjon3
妀	ki2
妁	dzyak4
妁	tsyak4
如	nyo1
如	nyo3
妃	phjïj1
妃	phwoj3
妄	mjang3
妉	tom1
妊	nyim3
妋	pju1
妋	juw1
妌	dzjeng2
妍	ngen1
妎	haj3
妎	hej3
妐	tsyowng1
妑	phae1
妒	tu3
妓	gje2
妓	kje1
妖	jew1
妗	tsyhem1
妗	xeam1
妗	xem1
妗	gim3
妘	hjun1
妙	mjiew3
妛	tsyhi1
妜	jwiet4
妜	wet4
妝	tsrjang1
妞	nrjuw2
妠	nrwaet4
妠	nop4
妠	nom3
妢	bjun1
妣	pjij2
妤	yo1
妥	thwa2
妦	phjowng1
妧	ngwan3
妨	phjang3
妨	phjang1
妬	tu3
妭	bat4
妮	nrij1
妯	trhjuw1
妯	drjuwk4
妲	tat4
妵	thuw2
妶	hwen2
妶	hwen1
妷	drit4
妸	a2
妸	a1
妹	mwoj3
妺	mat4
妻	tshej1
妻	tshej3
妼	bjit4
妾	tshjep4
妿	a1
妿	ka1
姁	xju2
姁	xju3
姁	xju1
姁	gju1
姂	bjop4
姂	khjaep4
姂	phjom3
姅	pan3
姅	phan3
姆	muw3
姆	muw2
姇	phju1
姈	leng1
姊	tsij2
始	syi2
姌	nyem2
姌	nem2
姍	san1
姎	ang2
姎	ang1
姏	mam1
姐	tsjae2
姑	ku1
姒	zi2
姓	sjeng3
委	jwe1
委	jwe2
姕	tshje1
姕	tsje1
姘	pheang1
姘	pheng1
姚	yew1
姛	duwng2
姜	kjang1
姝	tsyhu1
姞	git4
姟	koj1
姡	hwaet4
姡	hwat4
姢	jwien1
姣	haew1
姣	kaew2
姤	kuw3
姥	mu2
姦	kaen1
姨	yij1
姪	det4
姪	drit4
姬	yi1
姬	ki1
姭	xjaem3
姰	hwen3
姰	swin1
姱	khwae1
姳	meng2
姴	ljet4
姶	op4
姷	hjuw3
姸	ngen1
姹	trhae2
姹	trhae3
姺	sen2
姺	srin1
姻	jin1
姼	dzye2
姼	dzye1
姼	tsyhe2
姽	ngjwe2
姽	kjwe2
姿	tsij1
娀	sjuwng1
威	jwïj1
娃	ea1
娉	phjieng3
娋	sraew3
娋	sraew1
娌	li2
娎	xew3
娎	xjet4
娏	maewng1
娑	sa2
娑	sa1
娓	mij3
娓	mjïj2
娔	khok4
娕	tsrhaewk4
娖	tsrhaewk4
娗	deng2
娗	deng1
娘	nrjang1
娙	heng1
娙	ngeang1
娛	ngu3
娛	ngju1
娜	na2
娝	pij2
娞	nwoj2
娟	jwien1
娠	syin1
娠	tsyin3
娡	tsyi3
娣	dej2
娣	dej3
娥	nga1
娧	ywet4
娧	thwaj3
娨	haen3
娩	mjen2
娩	mjon2
娩	phjon3
娩	mjon3
娩	mjun3
娪	ngu1
娬	mju2
娭	xi1
娵	tsju1
娶	tshju3
娶	sju1
娷	trjwe3
娸	khi1
娺	trweat4
娺	trwij1
娼	tsyhang1
娽	luwk4
娽	ljowk4
娾	ngeaj2
娾	ngeaj1
娿	a2
娿	a1
婀	a1
婁	luw1
婁	lju1
婄	buw2
婄	bwoj1
婄	phuw2
婆	ba1
婉	jwon2
婊	pjew2
婌	dzyuwk4
婍	khje2
婎	xjwij3
婎	xjwij1
婏	phju3
婏	phjon3
婐	wa2
婐	kwae1
婓	phjïj1
婔	hjwïj1
婕	tsjep4
婗	ngej1
婘	gjwen1
婚	xwon1
婞	heng2
婟	hu2
婟	hu3
婠	wan1
婠	weat4
婠	kwan3
婢	bjie2
婣	jin1
婤	trhjuw1
婤	tsyuw1
婥	tsyhak4
婦	bjuw2
婧	dzjeng2
婧	dzjeng3
婧	tsjeng1
婪	lom1
婬	yim1
婭	ae3
婰	ten2
婱	hen1
婷	deng1
婸	dang2
婹	ew2
婺	mju3
婼	trhjak4
婼	nyae1
婼	nye1
婽	kae2
婿	sej3
媀	ngju3
媁	hjwïj2
媁	jwïj1
媄	mij2
媅	tom1
媆	nwon3
媉	aewk4
媊	tsjen2
媊	tsje1
媌	maew2
媌	maew1
媐	yi1
媐	xi1
媒	mwoj1
媓	hwang1
媕	jem2
媕	op4
