矼	kaewng1
矽	zjek4
砂	srae1
砅	ljej3
砈	eak4
砉	xwaek4
砉	xwek4
砊	khaeng1
砊	khang3
砌	tshej3
砍	khom2
砎	haet4
砎	keat4
砎	keaj3
砏	pin1
砏	phin1
砏	phjun1
砐	ngop4
砑	ngae3
砒	phej1
研	ngen3
研	ngen1
砘	dwon3
砝	kjaep4
砝	kap4
砟	dzak4
砠	tshjo1
砡	ngjuwk4
砢	la2
砣	da1
砥	tsye2
砥	tsyij2
砥	tsyij1
砦	dzraej3
砧	trim1
砩	pjoj3
砫	tsyu2
砬	lip4
砭	pjem3
砭	pjem1
砮	nu2
砮	nu1
砯	phing1
砰	pheang1
砱	leng1
砳	leak4
破	pha3
砷	syin1
砸	dzop4
砹	aj3
砼	duwng1
硂	tshjwen1
硃	tsyu1
硅	xwaek4
硇	nraew1
硈	kheat4
硉	lwot4
硊	ngjwe2
硋	ngoj3
硌	lak4
硍	hean2
硎	heng1
硎	khaeng1
硏	ngen1
硐	duwng2
硐	duwng1
硒	sej1
硜	kheang1
硝	sjew1
硞	khowk4
硞	khaewk4
硟	sjen1
硟	tsyhen3
硠	lang1
硤	heap4
硦	lwak4
硨	tsyhae1
硩	trhjet4
硩	thek4
硪	nga2
硪	nga1
硫	ljuw1
硬	ngeang3
硭	mjang1
确	haewk4
硯	ngen3
硰	tsha2
硰	srae1
硱	khing1
硱	khwon2
硹	sjuwng1
硻	kheang1
硼	bong1
硾	drjwe3
硿	khuwng1
碁	gi1
碆	ba1
碆	pa1
碇	deng3
碈	min1
碉	tew1
碌	luwk4
碌	ljowk4
碎	swoj3
碏	tshjak4
碑	pje1
碓	twoj3
碔	mju2
碕	khje2
碕	khje1
碕	gje1
碕	gjïj1
碖	lwon2
碖	lwon3
碗	wan2
碘	ten2
碚	bwoj2
碝	nywen2
碞	ngim1
碞	ngeam1
碟	dep4
碡	duwk4
碡	dowk4
碡	drjuwk4
碢	dwa1
碣	gjet4
碣	gjot4
碥	pen2
碧	pjaek4
碨	weaj1
碨	woj2
碩	dzyek4
碪	yim1
碪	trim1
碫	twan3
碬	hae1
碭	dang3
碭	dang1
碯	naw2
碰	baeng3
碰	pheang3
碱	keam2
碲	tej3
碳	than3
碴	dzrae1
碴	tsrae1
碸	pjuwng1
確	khaewk4
碻	khaewk4
碼	mae2
碽	kuwng1
碾	nrjen3
碾	nrjen2
磁	dzi1
磃	sje1
磄	dang1
磅	phaeng1
磅	phang1
磆	hweat4
磇	phej1
磈	jwïj2
磈	khwoj2
磉	sang2
磊	lwoj2
磋	tsha3
磋	tsha1
磌	den1
磌	tsyin1
磍	khaet4
磍	keat4
磎	khej1
磐	ban1
磑	ngwoj3
磑	ngwoj1
磒	hwin2
磓	twoj1
磔	traek4
磕	khap4
磕	khat4
磕	khaj3
磖	lop4
磚	tsywen1
磝	ngaew1
磟	luwk4
磟	ljuwk4
磡	khom3
磢	tsrhjang2
磣	tsrhim2
磤	jïn2
磥	lwoj2
磧	tshjek4
磨	ma3
磨	ma1
磩	tshek4
磫	tsjowng1
磬	kheng3
磭	tsyhak4
磭	ngin2
磭	ngjak4
磯	kjïj1
磰	dzyen2
磲	gjo1
磳	dzring1
磳	tsong1
磴	tong3
磶	sjek4
磷	lin3
磷	lin1
磹	dem3
磺	hwang1
磻	ban1
磼	dzop4
磽	khaew1
磽	khew2
磽	ngaew3
磾	tej1
磿	lek4
礁	tsjew1
礄	gjew1
礅	twon1
礉	khaew3
礉	khaew1
礊	xweak4
礊	khaek4
礊	kheak4
礎	tsrhjo2
礏	ngop4
礐	leak4
礐	huwk4
礐	howk4
礐	khaewk4
礒	ngje2
礓	kjang1
礘	ngop4
礙	ngoj3
礛	kaem1
礜	yo3
礞	muwng1
礠	dzi1
礡	bak4
礣	meat4
礣	maet4
礤	tshat4
礥	hen2
礥	hen1
礦	kwaeng2
礧	lwoj2
礧	lwoj3
礩	tsyit4
礩	tsyij3
礪	ljej3
礫	lek4
礬	bjon1
礮	phaew3
礱	luwng3
礱	luwng1
礴	bak4
礹	ngjaem2
礹	ngaem1
示	gjie1
示	zyij3
礻	zyij3
礼	lej2
礽	nying1
社	dzyae2
礿	yak4
祀	zi2
祁	gjij1
祁	tsyij2
祂	tha1
祅	jew1
祅	xen1
祆	xen1
祇	gjie1
祈	gjïj1
祉	trhi2
祊	paeng1
祋	twat4
祋	twaj3
祏	dzyek4
祐	hjuw3
祓	phjut4
祓	pjoj3
祔	bju3
祕	pij3
祖	tsu2
祗	tsyij1
祘	swan3
祚	dzu3
祛	khjo1
祜	hu2
祝	tsyuwk4
祝	tsyuw3
神	zyin1
祟	swij3
祠	zi1
祡	dzrea1
祣	ljo2
祤	hju2
祤	xju2
祥	zjang1
祦	ngu1
祧	thew1
票	phjiew3
票	bjiew3
祩	tsyu3
祩	tsyu1
祪	kjwe2
祫	heap4
祭	tsjej3
祭	tsreaj3
祰	khaw2
祰	kowk4
祲	tsim3
祲	tsim1
祳	dzyin2
祴	koj1
祺	gi1
祼	kwan3
祽	tswoj3
祾	long1
祾	ling1
祿	luwk4
禁	kim1
禁	kim3
禂	taw2
禄	luwk4
禊	hej3
禋	jin1
禍	hwa2
禎	trjeng1
福	pjuwk4
禓	yang1
禓	syang1
禔	dej1
禔	dzye1
禔	tsye1
禕	je1
禖	mwoj1
禗	si1
禘	dej3
禚	tsyak4
禛	tsyin1
禜	hjwaeng3
禜	hjwaeng1
禠	sje1
禡	mae3
禤	xjwien1
禥	gi1
禦	ngjo2
禧	xi1
禨	kjïj3
禨	kjïj1
禩	zi2
禪	dzyen3
禪	dzyen1
禫	dom2
禬	hwaj3
禬	kwaj3
禮	lej2
禰	nej2
禱	taw2
禱	taw3
禲	ljej3
禳	nyang1
禴	yak4
禶	dzan2
禷	lwij3
禸	nrjuw2
禸	nyuw2
禹	hju2
禺	ngju1
禺	ngju3
离	lje1
离	trhje1
禼	sjet4
禽	gim1
禾	hwa1
禿	thuwk4
秀	sjuw3
私	sij1
秃	thuwk4
秄	tsi2
秅	drae1
秅	tu3
秆	kan2
秈	sjen1
秉	pjaeng2
秊	nen1
秋	tshjuw1
秌	tshjuw1
种	drjuwng1
秎	bjun3
秏	xwoj3
秏	xaw3
科	khwa1
科	khwa3
秒	mjiew2
秔	kaeng1
秕	pjij2
秘	pij3
秛	phje3
秛	phje1
秜	lij1
秝	lek4
秞	yuw1
租	tsu1
秠	phij2
秠	phij1
秠	phjuw2
秠	phjuw1
秢	leng1
秣	mat4
秤	tsyhing3
秦	dzin1
秧	jang1
秧	jang2
秨	dzu3
秨	dzak4
秩	drit4
秪	trij1
秫	zywit4
秬	gjo2
秭	tsij2
秲	dzyi3
秲	dri2
秳	hwat4
秷	trit4
秸	keat4
秺	tu3
移	ye1
秼	tsyu1
秿	bju2
秿	pu1
秿	phju1
稀	xjïj1
稂	lang1
稃	phju1
稄	tsrik4
稅	sywej3
稇	khwon2
稈	kan2
稉	kaeng1
稊	dej1
程	drjeng1
稌	dzyo1
稌	thu2
稌	thu1
稍	sraew3
稍	sraew2
稏	ae3
稑	ljuwk4
稒	ku3
稔	nyim2
稕	tsywin3
稗	bea3
稘	ki1
稙	trik4
稚	drij3
稛	khwon2
稜	long1
稞	hwae2
稞	khwa1
稟	pim2
稠	drjuw1
稡	tswot4
稧	hej3
稫	phik4
稬	nwa3
稬	nwan2
稬	nwan3
稭	keat4
稭	keaj1
種	tsyowng2
種	tsyowng3
稯	tsuwng1
稰	sjo2
稰	sjo1
稱	tsyhing1
稱	tsyhing3
稴	lem2
稴	lem3
稴	heam1
稴	hem1
稵	tsi1
稶	juwk4
稷	tsik4
稸	trhjuwk4
稸	xjuwk4
稹	tsyin2
稹	tsyin1
稺	drij3
稻	daw2
稼	kae3
稽	kej1
稽	khej2
稾	khaw3
稾	kaw2
稿	kaw2
穀	kuwk4
穁	nyowng2
穁	nyowng1
穄	tsjej3
穅	khang1
穆	mjuwk4
穇	sraem1
穊	kij3
穋	ljuwk4
穌	su1
積	tsjek4
積	tsje3
穎	yweng2
穕	tshjep4
穖	kjïj2
穗	zwij3
穘	xaew1
穙	buwk4
穚	kjew1
穛	tsraewk4
穜	duwng1
穜	drjowng1
穟	zwij3
穠	nrjowng1
穠	nyowng1
穡	srik4
穢	jwoj3
穤	nwa3
穥	yo3
穧	dzej3
穧	tsjej3
穧	tsej3
穨	dwoj1
穩	won2
穫	hwak4
穬	kwaeng2
穭	ljo2
穰	nyang2
穰	nyang1
穱	tsraewk4
穲	lje1
穳	dzwan1
穳	dzan3
穴	hwet4
穵	weat4
穵	eat4
究	kjuw3
穸	zjek4
穹	khjuwng1
空	khuwng1
空	khuwng3
穼	srim1
穽	dzjeng2
穽	dzjeng3
穿	tsyhwen1
穿	tsyhwen3
窀	trwin1
窀	drwean1
窀	dwon1
突	dwot4
突	thwot4
窂	law1
窄	tsraek4
窅	ew2
窅	aew1
窆	pjem3
窇	baewk4
窈	ew2
窉	pjaeng2
窊	wae3
窊	wae1
窋	trwit4
窌	ljuw3
窌	laew1
窌	phaew3
窐	hwej1
窐	kwej1
窒	trit4
窒	tet4
窓	tsrhaewng1
窔	ew3
窕	dew2
窖	kaew3
窗	tsrhaewng1
窘	gwin2
窙	xaew1
窞	dom2
窟	khwot4
窠	khwa1
窡	trwaet4
窡	trweat4
窣	swot4
窨	im3
窩	wa1
窪	wae1
窫	eat4
窬	yu1
窬	duw3
窬	duw1
窮	gjuwng1
窯	yew1
窰	yew1
窱	thew2
窱	thew3
窳	yu2
窴	den3
窴	den1
窵	ywit4
窵	tew2
窵	tew3
窶	gju2
窸	sit4
窹	ngu3
窺	khjwie1
窻	tsrhaewng1
窾	khwan2
窿	ljuwng1
竀	trhaeng1
竀	trhjeng1
竁	tsrhjwej3
竁	tsyhwen3
竁	tshjwej3
竂	lew1
竄	tshwan3
竅	khew3
竇	duw3
竈	tsaw3
竉	luwng2
竊	tshet4
立	lip4
竑	hweang1
竒	gje1
竒	kje1
竘	khuw2
竘	khju2
站	tream3
站	tream1
竚	drjo2
竛	leng1
竝	beng2
竟	kjaeng3
章	tsyang1
竢	zri2
竣	tshwin1
童	duwng1
竦	sjowng2
竩	ngje3
竪	dzyu2
竫	dzjeng2
竭	gjet4
竭	gjot4
竮	beng1
竮	pheng1
端	twan1
竱	tsywen2
竱	twan1
竲	dzing1
竲	tsong1
竳	tong1
竴	tshwin1
竵	xwea1
競	gjaeng3
竷	khom2
竷	khom3
竹	trjuwk4
竺	trjuwk4
竺	tuwk4
竺	towk4
竻	lok4
竽	hju1
竿	kan1
笄	kej1
笅	haew1
笆	bae2
笆	pae1
笇	swan3
笈	tsrheap4
笈	gip4
笈	gjep4
笈	gjaep4
笉	tshin2
笉	hwin2
笊	tsraew2
笊	tsraew3
笋	swin2
笍	nywej3
笍	trjwej3
笏	xwot4
笐	hang3
笐	kang1
笑	sjew3
笒	dzrim1
笒	gim3
笓	bej1
笗	towng1
笘	tep4
笙	srjaeng1
笚	haep4
笚	tap4
笛	dek4
笝	nap4
笞	trhi1
笠	lip4
笡	tshjae3
笢	mjin2
笢	min1
笤	dew1
笥	si3
符	bju1
笧	tsrheak4
笨	bwon2
笨	pwon2
笪	tan2
笪	tat4
笪	tan3
笫	tsri2
第	dej3
笭	leng2
笭	leng1
笮	dzak4
笮	tsraek4
笮	tsrae3
笯	nrae1
笯	nu3
笯	nu1
笰	pjut4
笱	kuw2
笲	bjen3
笲	bjon2
笲	bjon1
笳	kae1
笴	ka2
笴	kan2
笵	bjom2
笸	pha2
笿	lak4
筀	kwej3
筄	yew3
筅	sen2
筆	pit4
筇	gjowng1
筈	khwat4
筈	kwat4
等	tong2
等	toj2
筊	haew1
筊	kaew2
筋	kjïn1
筌	tshjwen1
筍	swin2
筏	bjot4
筏	pat4
筐	khjwang1
筑	drjuwk4
筑	trjuwk4
筒	duwng3
筒	duwng1
答	top4
筕	haeng1
筕	hang1
策	tsrheak4
筘	khuw3
筟	phju1
筠	hwin1
筡	du1
筡	trhjo1
筢	bae1
筣	li1
筣	lej1
筤	lang1
筥	kjo2
筦	kwan2
筧	ken2
筨	hom1
筩	duwng1
筬	dzyeng1
筭	swan3
筮	dzyej3
筯	drjo3
筰	dzak4
筱	sew2
筲	sraew1
筳	deng1
筴	tsrheak4
筴	keap4
筴	kep4
筵	yen1
筷	khwaej3
筻	kaeng3
箁	buw1
箃	tsrjuw1
箄	pjie2
箄	pjie1
箄	pej1
箅	pej3
箇	ka3
箉	dea2
箊	jo1
箋	tsen1
箍	ku1
箏	tsreang1
箐	tsjeng1
箑	sreap4
箑	srjep4
箑	dzreap4
箒	tsyuw2
箓	luwk4
箔	bak4
箕	ki1
箖	lim1
算	swan2
算	swan3
箘	khwin1
箘	gwin2
箙	bjuwk4
箛	ku1
箜	khuwng1
箝	gjem1
箟	khwin1
箠	trjwe1
箠	tsywe2
管	kwan2
箢	jwon2
箬	nyak4
箭	tsjen3
箯	bjien1
箯	pjien1
箰	swin2
箱	sjang1
箲	sen2
箳	beng1
箳	pjieng1
箴	tsyim1
箵	seng2
箶	hu1
箷	ye1
箸	drjo3
箸	trjo3
箹	aewk4
箹	aew3
箽	tuwng2
箾	sew1
箾	sraewk4
箿	dzip4
節	tset4
篁	hwang1
篂	seng1
篃	mij3
範	bjom2
篅	dzywen1
篅	dzywe1
篆	drjwen2
篇	phjien1
篈	pjowng1
築	trjuwk4
篋	khep4
篌	huw1
篍	tshjew3
篍	tshjew1
篍	tshjuw1
篎	mjiew2
篎	mjiew3
篔	hjun1
篕	hap4
篖	dang1
篘	tsrhjuw1
篙	kaw1
篚	pjïj2
篜	tsying1
篝	kuw1
篞	net4
篟	tshen3
篠	sew2
篡	tsrhwaen3
篢	kuwng1
篣	baeng1
篣	bang1
篤	towk4
篥	lit4
篦	pej1
篧	dzraewk4
篧	tsraewk4
篨	drjo1
篩	srij1
篩	srea1
篩	srje1
篪	drje1
篬	tshjang1
篰	buw2
篱	lje1
篲	zjwej3
篳	pjit4
篴	dek4
篴	drjuwk4
篷	buwng1
篸	tsom3
篸	tsom1
篹	swan2
篻	mjiew1
篻	phjiew2
篼	tuw1
篽	ngjo2
篾	met4
篿	dwan1
篿	tsywen1
簀	tsreak4
簁	srje2
簁	srje1
簂	kwoj3
簃	ye1
簃	drje1
簄	hu2
簅	srean2
簆	khuw3
簇	tshuwk4
簉	tsrhjuw3
簋	kwij2
簌	suwk4
簍	luw2
簍	luw1
簍	lju2
簎	tsrhjaek4
簎	dzraewk4
簎	dzjek4
簏	luwk4
簙	pak4
簜	dang2
簜	thang1
簝	lew1
簝	law1
簞	tan1
簟	dem2
簠	pju2
簠	pju1
簠	phju3
簡	kean2
簢	min2
簣	gwij3
簣	khweaj3
簥	kjew1
簦	tong1
簧	hwang1
簨	swin2
簩	law1
簪	tsom1
簪	tsrim1
簫	sew1
簬	lu3
簭	dzyej3
簳	kan2
簵	lu3
簶	luwk4
簷	yem1
簸	pa2
簸	pa3
簹	tang1
簺	soj3
簻	khwa1
簻	trwae1
簽	tshjem1
簾	ljem1
簿	bu2
簿	bak4
籀	drjuw3
籃	lam1
籈	tsyin1
籈	kjien1
籉	doj1
籊	dek4
籊	thek4
籋	nrjep4
籋	nep4
籌	drjuw1
籍	dzjek4
籐	dong1
籑	dzrjwen3
籓	pjon1
籔	suw2
籔	srju2
籗	khwak4
籙	ljowk4
籚	lu1
籛	tsjen2
籛	tsjen3
籛	tsen1
籜	thak4
籝	yeng1
籞	ngjo2
籟	laj3
籠	luwng2
籠	luwng1
籠	ljowng1
籢	ljem1
籣	lan1
籤	tshjem1
籥	yak4
籦	tsyowng1
籧	gjo1
籨	ljem1
籩	pen1
籪	dwan2
籫	tswan2
籬	lje1
籭	srea1
籭	srje1
籮	la1
籰	hjwak4
籲	yu3
米	mej2
籴	dek4
籸	srin1
籹	nrjo2
籺	het4
籽	tsi2
粄	pan2
粈	nyuw2
粉	pjun2
粊	pij3
粑	pae1
粒	lip4
粔	gjo2
粕	phak4
粖	met4
粖	mat4
粗	dzu2
粘	nrjem1
粜	thew3
粞	soj1
粞	sej1
粟	sjowk4
粢	tsij1
粤	hjwot4
粥	yuwk4
粥	tsyuwk4
粦	lin3
粦	lin1
粧	tsrjang1
粮	ljang1
粯	hean3
粰	bjuw1
粱	ljang1
粲	tshan3
粳	kaeng1
粵	hjwot4
粹	swij3
粺	bea3
粻	trjang1
粼	lin1
粼	lin3
粽	tsuwng3
精	tsjeng1
精	tsjeng3
粿	kwa2
糂	som2
糄	pen2
糅	nrjuw3
糇	huw1
糈	sjo2
糈	srjo2
糉	tsuwng3
糊	hu1
糌	tsom1
糍	dzij1
糏	set4
糒	bij3
糓	kuwk4
糔	sjuw2
糔	saw2
糕	kaw1
糖	dang1
糗	khjuw2
糙	tshaw3
糛	dang1
糜	mje1
糝	som2
糞	pjun3
糟	tsaw1
糠	khang1
糣	som2
糤	san2
糦	tsyhi3
糧	ljang1
糨	gjang3
糪	peak4
糪	pheak4
糫	hwaen1
糬	dzyo3
糯	nwa3
糰	dwan1
糱	ngjet4
糲	lat4
糲	laj3
糲	ljej3
糳	tsak4
糴	dek4
糶	thew3
糷	lan3
糸	mek4
系	hej3
糾	kjiw2
紀	ki2
紂	drjuw2
紃	zywin1
紃	zwin1
約	jak4
約	jiew3
紅	huwng1
紆	ju1
紇	hot4
紇	het4
紈	hwan1
紉	nrin1
紊	mjun3
紋	mjun1
納	nop4
紐	nrjuw2
紑	pjuw1
紑	phjuw2
紑	phjuw1
紓	syo1
紓	zyo2
純	dwon1
純	tsywin2
純	dzywin1
紕	bjie1
紕	tsyhi2
紕	phjij1
紖	drin2
紗	srae1
紘	hweang1
紙	tsye2
級	kip4
紛	phjun1
紜	hjun1
紝	nrim1
紝	nyim1
紞	tam2
紟	gim3
素	su3
紡	phjang2
索	sak4
索	srjaek4
索	sreak4
紨	phju1
紩	drit4
紫	tsje2
紬	drjuw1
紭	hweang1
紮	tsreat4
累	ljwe2
累	ljwe3
細	sej3
紱	pjut4
紲	sjet4
紳	syin1
紴	pa1
紴	phje2
紵	drjo2
紷	leng1
紹	dzyew2
紺	kom3
紻	jang2
紼	pjut4
紽	da1
紾	trjen2
紾	tsyin2
紿	doj2
絀	trwit4
絁	sye1
終	tsyuwng1
絃	hen1
絃	xwen3
組	tsu2
絅	khweng2
絅	kweng1
絆	pan3
絇	gju1
絇	kju3
絍	nyim3
絎	haeng3
絏	sjet4
結	ket4
絑	tsyu1
絓	hwea3
絓	khwea1
絕	dzjwet4
絘	tshij3
絙	hwan1
絙	kong1
絛	thaw1
絜	het4
絜	ket4
絝	khu3
絞	kaew2
絟	tshjwet4
絟	tshjwen1
絠	koj2
絡	lak4
絢	xwen3
絣	peang1
絥	bij3
絥	bjuwk4
給	kip4
絧	duwng3
絧	duwng1
絨	nyuwng1
絩	thew3
絪	jin1
絫	ljwe2
絬	sjet4
絭	kjwen3
絭	kjwon3
絭	khjwon3
絭	khjwen3
絭	kjowk4
絮	nrae3
絮	nrjo3
絮	trhjo3
絮	sjo3
絯	heaj2
絯	koj1
絰	det4
統	thowng3
絲	si1
絳	kaewng3
絸	ken2
絹	kjwien3
絺	trhij1
絻	mjen2
絻	man1
絻	mjun3
絽	ljo2
絿	gjuw1
綀	srjo1
綁	paewng2
綃	sjew1
綃	sraew1
綄	hwan2
綄	hwan1
綅	sjem1
綅	tshim1
綅	tsim1
綆	kaeng2
綈	dej1
綊	hep4
綌	khjaek4
綍	pjut4
綎	deng1
綎	theng1
綏	swij1
綐	dwaj3
綑	khwon2
經	keng1
經	keng3
綖	yen1
綜	tsowng3
綝	trhim1
綞	twa2
綟	let4
綟	lej3
綠	ljowk4
綡	ljang1
綢	drjuw1
綢	thaw1
綣	khjwon2
綣	khjwon3
綤	dzyew2
綦	gi1
綨	gi1
綪	tshen3
綪	tsreang1
綫	sjen3
綬	dzyuw2
綬	dzyuw3
維	ywij1
綮	khej2
綯	daw1
綰	waen2
綰	waen3
綰	kwan3
綱	kang1
網	mjang2
綴	trjwet4
綴	trjwej3
綵	tshoj2
綷	tswoj3
綸	lwin1
綸	kwean1
綹	ljuw2
綺	khje2
綻	drean3
綼	bjit4
綼	pek4
綽	tsyhak4
綾	ling1
綿	mjien1
緀	tshej2
緀	tshej1
緁	tshjep4
緂	tsyhem1
緂	tham2
緂	tham1
緄	kwon2
緅	tsuw1
緅	tsju3
緅	tsrjuw1
緆	sek4
緇	tsri1
緈	heng2
緉	ljang2
緉	ljang3
緊	kjin2
緋	pjïj1
緌	nywij1
緍	min1
緎	hwik4
緎	xwik4
緐	bjon1
緑	ljowk4
緒	zjo2
緔	dzyang3
緗	sjang1
緘	keam1
緙	kheak4
線	sjen3
緛	nywen2
緜	mjien1
緝	tship4
緞	dwan2
緟	drjowng3
緟	drjowng1
締	dej3
締	dej1
緡	min1
緢	mjew1
緢	maew2
緢	maew3
緣	ywen1
緣	ywen3
緤	sjet4
緥	paw2
緦	si1
緧	tshjuw1
編	pen1
編	pjien1
編	pen2
緩	hwan2
緪	kong1
緪	kong3
緫	tsuwng2
緬	mjien2
緭	hjwïj3
緯	hjwïj3
緰	duw1
緰	sju1
緱	kuw1
緲	mjiew2
練	len3
緵	tsuwng3
緵	tsuwng1
緶	bjien1
緶	pen2
緷	hjun3
緷	hwon2
緷	kwon2
緹	dej1
緹	thej2
緺	kwa1
緺	kwae1
緺	kwea1
緻	drij3
緼	Jun-02
緼	Jun-03
緼	jun1
緼	won1
緾	drjen1
縁	ywen3
縁	ywen1
縆	kong3
縆	kong1
縈	jwieng1
縉	tsin3
縊	jie3
縊	ej3
縋	drjwe3
縌	ngjaek4
縍	pang1
縎	kwot4
縏	ban1
縐	tsrjuw3
縐	tsrhaew3
縑	kem1
縒	tsrhje1
縒	sa2
縒	tshak4
縓	tshjwen3
縓	tshjwen1
縕	Jun-02
縕	Jun-03
縕	jun1
縕	won1
縖	haet4
縗	tshwoj1
縚	thaw1
縛	bja3
縛	bjak4
縜	hwin1
縝	trhin1
縝	tsyhin1
縝	tsyin2
縞	kaw2
縞	kaw3
縟	nyowk4
縠	huwk4
縡	tsoj2
縡	tsoj3
縢	dong1
縣	hwen3
縣	hwen1
縪	pjit4
縫	bjowng3
縫	bjowng1
縬	tsjuwk4
縬	tsrjuwk4
縭	lje1
縮	srjuwk4
縯	yen2
縯	yin2
縰	srje2
縱	tsjowng3
縱	tsjowng1
縲	lwij1
縴	khen1
縵	maen3
縵	man3
縶	trip4
縷	lju2
縹	phjiew2
縺	len1
縻	mje1
縼	zjwen3
總	tsuwng2
績	tsek4
縿	sraem1
繀	swoj3
繁	bjon1
繁	ba1
繁	ban1
繂	lwit4
繃	peang1
繄	ej3
繄	ej1
繅	saw1
繅	tsaw2
繆	mjuwk4
繆	mjuw1
繆	mjiw3
繆	mjiw1
繇	yew1
繇	drjuw3
繇	yuw1
繈	kjang2
繎	nywen1
繎	nyen1
繏	sjwen3
繐	hwej3
繐	sjwej3
繑	khjiew1
繒	dzing1
繓	tswat4
織	tsyi3
織	tsyik4
繕	dzyen3
繖	san2
繖	san3
繗	lin1
繘	ywit4
繘	kjwit4
繙	bjon1
繙	phjon1
繚	ljew2
繚	lew2
繚	lew1
繛	tsyhak4
繜	tswon1
繞	nyew2
繞	nyew3
繟	dan1
繟	tsyhen2
繠	nywe2
繠	nywij2
繡	sjuw3
繢	hwoj3
繣	hwea3
繣	xweak4
繤	tswan2
繦	kjang2
繩	zying1
繪	hwaj3
繫	hej3
繫	kej3
繬	srik4
繭	ken2
繮	kjang1
繯	hwaen3
繯	hwen2
繰	saw1
繰	tsaw2
繱	tshuwng1
繲	kea3
繳	heak4
繳	tsyak4
繳	kew2
繴	beak4
繴	pek4
繵	dan2
繶	jïj1
繶	ik4
繹	yek4
繻	sju1
繻	nyu1
繼	kej3
繽	phjin1
繾	khjien2
繾	khjien3
纀	puwk4
纁	xjun1
纂	tswan2
纅	yak4
纆	mok4
纇	lwoj3
纈	het4
纉	tswan2
纊	khwang3
纋	juw1
續	zjowk4
纍	lwij3
纍	lwij1
纏	drjen3
纏	drjen1
纑	lu1
纓	jieng1
纔	dzoj3
纔	dzoj1
纔	sraem1
纕	sjang1
纖	sjem1
纗	ywe3
纗	hwea3
纗	hwej1
纗	tsjwe1
纘	tswan2
纚	srje2
纛	dowk4
纛	daw3
纜	lam3
纜	lom2
纝	lwij1
缫	saw1
缶	pjuw2
缸	haewng1
缸	kang1
缹	pjuw2
缺	khjwiet4
缺	khwet4
缻	haewng1
缽	pat4
缾	beng1
缿	haewng2
罃	eang1
罄	kheng3
罅	xae3
罇	tswon1
罈	dom1
罊	kheak4
罊	khej3
罋	uwng3
罋	jowng1
罌	eang1
罍	lwoj1
罏	lu1
罐	kwan3
网	mjang2
罔	mjang2
罕	xan2
罕	xan3
罘	bjuw1
罛	ku1
罜	duwk4
罜	tsyu3
罝	tsjae1
罞	muwng1
罞	maew1
罟	ku2
罠	min1
罡	kang1
罣	hwea3
罣	kwea3
罣	kwej3
罤	dej1
罥	kwen2
罥	kwen3
罦	bjuw1
罦	phju1
罧	sim2
罧	srim3
罨	jem2
罨	jaep4
罨	op4
罩	traew3
罪	dzwoj2
罬	trjwet4
罬	kjwet4
罭	hwik4
置	tri3
罯	om2
罯	op4
罰	bjot4
罱	lam2
署	dzyo3
罳	si1
罵	mae3
罵	mae2
罶	ljuw2
罷	bje2
罷	bea2
罷	bje1
罹	lje1
罺	tsrhaew3
罺	tsraew1
罻	jwïj3
罼	pjit4
罽	kjej3
罾	tsong1
罿	duwng1
罿	tsyhowng1
羂	kwen2
羃	mek4
羅	la1
羆	pje1
羇	kje1
羈	kje1
羉	lwan1
羊	yang1
羋	mjie2
羌	khjang1
羍	that4
美	mij2
羑	yuw2
羒	bjun1
羓	pae1
羔	kaw1
羕	yang3
羖	ku2
羚	leng1
羛	xje1
羛	ngje2
羜	drjo2
羝	tej1
羞	sjuw1
羠	yij1
羠	zij2
羡	yen3
羡	zjen3
羣	gjun1
群	gjun1
羥	khean1
羥	kheang1
羥	khjang2
羧	swa1
羨	yen3
羨	yij1
羨	zjen3
義	ngje3
羫	khaewng1
羬	ngeam1
羬	gjem1
羭	yu1
羯	kjot4
羰	thang1
羱	ngjwon1
羱	ngwan1
羲	xje1
羳	bjon1
羴	xean1
羵	bjun1
羶	syen1
羷	ljem2
羸	ljwe1
羹	kaeng1
羺	nuw1
羻	khjang3
羼	tsrhaen3
羼	tsrhean2
羽	hju3
羽	hju2
羾	kuwng3
羿	ngej3
翀	drjuwng1
翁	uwng1
翃	hweang1
翄	sye3
翄	gjie1
翅	sye3
翇	pjut4
翈	haep4
翉	phwon2
翊	yik4
翌	yik4
翍	phje1
翎	leng1
翏	ljuw3
翏	lew1
翐	drit4
翑	gju1
習	zip4
翓	het4
翔	zjang1
翕	xip4
翖	xip4
翛	sew1
翛	syuwk4
翜	srip4
翜	sraep4
翟	dek4
翟	draek4
翠	tshwij3
翡	bjïj3
翢	daw1
翢	thaw1
翣	sraep4
翥	tsyo3
翦	tsjen2
翧	xjwon1
翨	sye3
翨	kjie3
翩	phjien1
翪	tsuwng2
翪	tsuwng1
翫	ngwan3
翬	xjwïj1
翭	huw1
翮	heak4
翯	howk4
翯	haewk4
翯	xaewk4
翰	han3
翰	han1
翱	ngaw1
翲	phjiew3
翲	phjiew1
翳	ej3
翳	ej1
翴	ljen1
翵	huw1
翵	gju1
翶	ngaw1
翷	lin1
翹	gjiew1
翹	gjiew3
翺	ngaw1
翻	phjon1
翼	yik4
翽	xwaj3
翾	xjwien1
翿	daw3
翿	daw1
耀	yew3
老	law2
考	khaw2
耄	maw3
者	tsyae2
耆	gjij1
耇	kuw2
耋	det4
而	nyi1
耍	srwae2
