# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
洩	xie4	yi4	以開祭去	1	23	24
渦	wo1		影合一歌平	1	20	24
渦	guo1		見合一歌平	1	2	24
潑	po1	po	滂寒入	1	22	24
潑	po5			0	1	24
灘	tan1		透開寒平	1	23	24
烘	hong1		曉一東平	1	23	24
烷	wan2	huan2	匣合寒平	1	23	24
瘡	chuang1		初開陽平	1	23	24
竇	dou4		定侯去	2	22	24
簧	huang2		匣合唐平	1	23	24
絮	xu4		心魚去	1	21	24
絮	xu5			0	2	24
綺	qi3		溪開B支上	1	23	24
罐	guan4		見合寒去	1	23	24
罕	han3		曉開寒上	1	21	24
罕	han5			0	2	24
翔	xiang2		邪開陽平	1	23	24
耀	yao4		以宵去	1	23	24
肢	zhi1		章開支平	1	19	24
肢	zhi5			0	4	24
腕	wan4		影合寒去	1	23	24
膚	fu1		幫虞平	1	23	24
臘	la4		來談入	1	23	24
芽	ya2		疑開二麻平	1	23	24
蝶	die2		定添入	1	23	24
註	zhu4		知虞去; 章虞去	1	23	24
誅	zhu1		知虞平	1	23	24
賤	jian4		從開仙去	1	23	24
賭	du3		端模上	1	23	24
趾	zhi3		章之上	1	23	24
迦	jia1		見開二麻平	1	23	24
遂	sui4		邪合脂去	1	23	24
遙	yao2		以宵平	1	23	24
遮	zhe1		章開三麻平	1	23	24
遵	zun1	jun1	精合眞平	1	23	24
鄙	bi3		幫B脂上	1	23	24
鉗	qian2		羣B鹽平	1	23	24
鑒	jian4		見銜去	1	23	24
驢	lü2		來魚平	1	23	24
		現_6				
鵰	diao1		端蕭平	1	23	24
于	yu2		云虞平	2	21	23
仲	zhong4		澄三東去	2	21	23
俠	xia2	xie2	匣添入	1	22	23
們	men5			1	19	23
們	men2		明魂平	0	3	23
偵	zhen1	cheng1	徹開清平	1	22	23
匱	kui4	gui4	羣合B脂去	2	18	23
匱	gui4		羣合B脂去	1	2	23
墜	zhui4		澄合脂去	1	22	23
寵	chong3		徹鍾上	1	22	23
恬	tian2		定添平	1	22	23
戎	rong2		日三東平	2	21	23
挺	ting3	ting2	定開青平	1	22	23
掩	yan3		影B鹽上	1	22	23
撤	che4	che	徹開仙入	1	22	23
曉	xiao3		曉蕭上	1	22	23
棲	qi1	xi1	心開齊平	1	20	23
棲	xi1		心開齊平	0	2	23
榴	liu2		來尤平	1	17	23
榴	liu5			0	5	23
檯	tai2		定咍平	1	22	23
潘	pan1		滂寒平	1	22	23
硝	xiao1		心宵平	1	22	23
碗	wan3		影合寒上	1	22	23
稜	leng2		來開登平	1	17	23
稜	leng5			0	2	23
稜	ling2	leng2	來開登平	0	2	23
稜	leng1	leng2	來開登平	0	1	23
穗	sui4		邪合脂去	2	21	23
竭	jie2		羣開B仙入; 羣開元入	1	22	23
胖	pang4		滂江去	1	19	23
胖	pan2		並寒平	1	2	23
膝	xi1	xi	心開眞入	1	22	23
菩	pu2		並模平	1	22	23
葫	hu2		匣模平	1	22	23
誼	yi4		疑開B支去	1	22	23
賠	pei2		並灰平	1	22	23
鉛	qian1	yuan2	以合仙平	1	20	23
鉛	yan2	yuan2	以合仙平	0	2	23
錘	chui2		澄合支平	1	22	23
闌	lan2		來開寒平	1	22	23
阜	fu4	fou4	並尤上	1	22	23
靡	mi3		明B支上	1	15	23
靡	mi2	mi3	明B支上	1	6	23
頹	tui2		定灰平	1	22	23
鴿	ge1	ge	見覃入	1	22	23
鵲	que4	que	清開陽入	1	22	23
鷚	liu4		來尤去	1	22	23
鷺	lu4		來模去	1	22	23
予	yu3		以魚上	1	18	22
予	yu2		以魚平	1	2	22
俯	fu3		幫虞上	1	21	22
僧	seng1		心開登平	1	21	22
刮	gua1	gua	見合刪入	1	21	22
卸	xie4		心開三麻去	1	21	22
卻	que4	que	溪開陽入	1	21	22
叢	cong2		從一東平	1	20	22
叢	cong1	cong2	從一東平	0	1	22
呂	lü3		來魚上	2	20	22
		現_6				
咕	gu1		見模平	1	15	22
咕	gu5			0	6	22
喘	chuan3		昌合仙上	1	21	22
媚	mei4	mi4	明B脂去	1	21	22
嫩	nen4	nun4	泥魂去	1	20	22
嫩	nen5			0	1	22
嬰	ying1		影開清平	1	21	22
慧	hui4		匣合齊去	1	21	22
慰	wei4		影合微去	1	21	22
憶	yi4	yi	影開蒸入	1	21	22
戊	wu4	mou4	明侯去	1	21	22
捧	peng3	feng3	滂鍾上	1	21	22
斂	lian3		來鹽上	1	20	22
斂	lian4		來鹽去	1	0	22
暮	mu4		明模去	1	21	22
棗	zao3		精豪上	1	21	22
椰	ye1	ye2	以開三麻平	1	20	22
椰	ye2		以開三麻平	0	1	22
槓	gang4	jiang4	見江去	1	21	22
殿	dian4		端開先去; 定開先去	1	21	22
氰	qing2		從開清平	1	21	22
汪	wang1		影合唐平	2	20	22
渣	zha1		莊開二麻平	1	20	22
渣	zha4	zha1	莊開二麻平	0	1	22
湊	cou4		清侯去	1	21	22
灑	sa3	sha3	生開二麻上	1	21	22
焚	fen2		並文平	1	21	22
瓣	ban4		並山去	1	21	22
疲	pi2		並B支平	1	21	22
疹	zhen3		章開眞上	1	21	22
痴	chi1		徹之平	1	21	22
粥	zhou1	zhu	章三東入	1	19	22
粥	yu4		以三東入	1	1	22
綴	zhui4		知合祭去	1	19	22
綴	chuo4	zhuo	知合仙入	1	1	22
罷	ba4	bai4	並佳上	1	20	22
罷	ba5			1	0	22
肇	zhao4		澄宵上	1	21	22
葦	wei3		云合微上	1	21	22
虹	hong2		匣一東平	1	21	22
衫	shan1		生銜平	1	21	22
襄	xiang1		心開陽平	2	20	22
誇	kua1		溪合二麻平	1	21	22
誌	zhi4		章之去	1	21	22
豎	shu4		常虞上	1	20	22
豎	shu5			0	1	22
酪	lao4	luo4	來開唐入	1	20	22
酪	luo4		來開唐入	0	1	22
釣	diao4		端蕭去	1	21	22
銳	rui4	dui4	定合泰去	1	21	22
隻	zhi1	zhi	章開清入	1	21	22
雉	zhi4		澄開脂上	1	21	22
雍	yong1		影鍾平	2	20	22
顫	chan4	zhan4	章開仙去	1	19	22
顫	zhan4		章開仙去	0	2	22
鴴	heng2			1	21	22
伍	wu3		疑模上	2	19	21
侍	shi4		常之去	1	18	21
侍	shi5			0	2	21
冶	ye3		以開三麻上	1	20	21
准	zhun3		章合眞上	1	20	21
厄	e4	e	影開耕入	1	20	21
否	fou3		幫尤上	1	18	21
否	pi3	bi4	並B脂上	1	1	21
呢	ni2		孃開脂平	1	16	21
呢	ne5			1	3	21
咸	xian2		匣咸平	2	19	21
哇	wa1		影合二麻平	1	19	21
哇	wa5			1	0	21
垢	gou4	gou3	見侯上	1	20	21
奢	she1		書開三麻平	1	20	21
宰	zai3		精咍上	1	20	21
帆	fan1	fan2	並凡平	1	20	21
廊	lang2		來開唐平	1	20	21
御	yu4		疑魚去	1	20	21
恢	hui1	kui1	溪灰平	1	20	21
恰	qia4	qia	溪咸入	1	20	21
憐	lian2		來開先平	1	20	21
掖	ye4	yi4	以開清入	1	11	21
掖	ye1	yi4	以開清入	1	8	21
摘	zhai1	zhe	知開耕入	1	20	21
撐	cheng1		徹開二庚平	1	20	21
暑	shu3		書魚上	1	20	21
曬	shai4		生開佳去	1	20	21
栓	shuan1		生合仙平	1	20	21
桶	tong3		透一東上	1	20	21
橡	xiang4		邪開陽上	1	20	21
殷	yin1		影欣平	2	14	21
殷	yan1		影開山平	1	3	21
殷	yin3		影欣上	1	0	21
涵	han2		匣覃平	1	20	21
添	tian1		透添平	1	20	21
澄	cheng2		澄開蒸平; 澄開二庚平	2	15	21
澄	deng4	cheng2	澄開蒸平; 澄開二庚平	1	3	21
瀉	xie4		心開三麻去	1	20	21
狄	di2		定開青入	2	19	21
瑤	yao2		以宵平	2	19	21
甩	shuai3	shuai	生合眞入	1	20	21
疆	jiang1		見開陽平	1	20	21
盾	dun4		定魂上	1	20	21
碩	shuo4	shi2	常開清入	1	20	21
筵	yan2		以開仙平	1	20	21
絞	jiao3		見肴上	1	20	21
繡	xiu4		心尤去	1	20	21
聰	cong1		清一東平	1	20	21
胚	pei1		滂灰平	1	20	21
脹	zhang4		知開陽去	1	20	21
膀	bang3	pang2	並唐平	1	13	21
膀	pang2		並唐平	1	3	21
膀	bang4	pang2	並唐平	1	1	21
膀	pang1			1	0	21
臟	zang4		從開唐去	1	20	21
莉	li4	li2	來開齊平	1	18	21
莉	li5			0	2	21
藉	jie4		從開三麻去	2	14	21
藉	ji2		從開清入	2	3	21
虐	nüe4	yue4	疑開陽入	1	20	21
		現_6				
贈	zeng4		從開登去	1	20	21
蹄	ti2		定開齊平	1	20	21
辨	bian4		並B仙上	1	20	21
迂	yu1		影虞平	1	20	21
閘	zha2	ya	影銜入	1	20	21
隼	sun3	xun3	心合眞上	1	20	21
雌	ci2	ci1	清開支平	1	20	21
魄	po4	po	滂二庚入	1	20	21
鱗	lin2		來開眞平	1	20	21
鹵	lu3		來模上	1	20	21
龐	pang2		並江平	2	19	21
乃	nai3		泥咍上	1	19	20
乞	qi3	qi	溪欣入	1	18	20
乞	qi5			0	1	20
佐	zuo3	zuo4	精開一歌去	1	19	20
併	bing4		並青上; 幫清去	1	19	20
兆	zhao4		澄宵上	2	18	20
叮	ding1		端開青平	1	19	20
啤	pi2		並A支平	1	19	20
嚇	xia4		曉開二麻去	1	14	20
嚇	he4	he	曉開二庚入	1	4	20
堵	du3		端模上	1	19	20
寂	ji4	ji2	從開青入	1	19	20
岔	cha4		初開二麻去	1	19	20
廈	sha4	xia4	匣開二麻上	1	14	20
廈	xia4		匣開二麻上	1	4	20
廷	ting2		定開青平	1	19	20
怎	zen3			1	19	20
慎	shen4		常開眞去	1	19	20
懼	ju4		羣虞去	1	19	20
或	huo4	huo2	匣合登入	1	19	20
戚	qi1	qi	清開青入	2	15	20
戚	qi5			0	3	20
捉	zhuo1	zhuo	莊江入	1	19	20
摺	zhe2	zhe	章鹽入	2	18	20
旨	zhi3		章開脂上	1	19	20
昆	kun1	gun1	見魂平	1	19	20
朵	duo3		端合一歌上	1	10	20
朵	duo5			0	8	20
朵	duo1	duo3	端合一歌上	0	1	20
杉	shan1		生咸平	1	19	20
株	zhu1		知虞平	1	19	20
棚	peng2		並二庚平; 並登平; 並耕平	1	18	20
棚	peng5			0	1	20
樸	pu3	pu2	並模平	1	19	20
氟	fu2	fu	幫文入	1	19	20
燭	zhu2	zhu	章鍾入	1	19	20
狹	xia2		匣咸入	1	19	20
璧	bi4	bi	幫清入	1	19	20
瘋	feng1		幫三東平	1	18	20
瘋	feng5			0	1	20
癖	pi3	pi	滂清入; 滂青入	1	19	20
皂	zao4		從豪上	1	19	20
眷	juan4		見合B仙去	1	19	20
睛	jing1		精開清平	1	15	20
睛	jing5			0	4	20
竿	gan1		見開寒平	1	19	20
績	ji4	ji	精開青入	1	19	20
芒	mang2		明唐平	1	19	20
茹	ru2		日魚平	2	18	20
葵	kui2		羣合A脂平	1	19	20
蒜	suan4		心合寒去	1	19	20
薑	jiang1		見開陽平	1	19	20
薦	jian4		精開先去	1	19	20
詢	xun2	xun1	心合眞平	1	19	20
謊	huang3		曉合唐上; 曉合陽上	1	19	20
貶	bian3		幫B鹽上	1	19	20
鄂	e4		疑開唐入	1	19	20
鑼	luo2		來開一歌平	1	19	20
須	xu1		心虞平	1	19	20
餓	e4		疑開一歌去	1	19	20
馴	xun4	xun2	邪合眞平	1	19	20
駛	shi3		生之上	1	19	20
髒	zang1	zang3	精開唐上	1	19	20
鬍	hu2		匣模平	1	19	20
鯨	jing1	qing2	羣開三庚平	1	19	20
但	dan4		定開寒上; 定開寒去	1	18	19
俊	jun4		精合眞去	1	17	19
俊	zun4			1	0	19
剩	sheng4		船開蒸去	1	18	19
劈	pi1	pi	滂青入	1	15	19
劈	pi3	pi	滂青入	1	2	19
咽	yan1		影開先平	1	12	19
咽	ye4	ye	影開先入	1	4	19
咽	yan4		影開先去	1	0	19
喊	han3		曉談上	1	18	19
噸	dun1		端魂平	1	18	19
塌	ta1	ta	透談入	1	16	19
塌	ta4	ta	透談入	0	1	19
塌	ta5			0	1	19
孑	jie2	jie	見開A仙入	1	18	19
寮	liao2		來蕭平	2	17	19
尉	wei4		影合微去	2	13	19
尉	yu4	yu	影文入	0	4	19
峨	e2		疑開一歌平	1	18	19
嶽	yue4		疑江入	2	17	19
弧	hu2		匣模平	1	18	19
悉	xi1	xi	心開眞入	1	18	19
慌	huang1	huang3	曉合唐上	1	18	19
懲	cheng2		澄開蒸平	1	18	19
搗	dao3		端豪上	1	18	19
攬	lan3		來談上	1	18	19
敷	fu1		滂虞平	1	18	19
斧	fu3		幫虞上	1	18	19
斬	zhan3		莊咸上	1	18	19
既	ji4		見開微去	1	18	19
昧	mei4		明灰去; 明泰去	1	18	19
晃	huang3	huang4	匣合唐上	1	8	19
晃	huang4		匣合唐上	1	8	19
晃	huang5			0	1	19
朔	shuo4	shuo	生江入	1	18	19
栽	zai1		精咍平	1	18	19
梵	fan4		並凡去	1	17	19
梵	fan2	feng2	並三東平	0	1	19
榛	zhen1		莊臻平	1	18	19
浸	jin4		精侵去	1	18	19
涯	ya2		疑開佳平	1	18	19
淘	tao2		定豪平	1	18	19
湧	yong3		以鍾上	1	18	19
煎	jian1		精開仙平	1	18	19
煮	zhu3		章魚上	1	18	19
猜	cai1		清咍平	1	18	19
瓷	ci2		從開脂平	1	18	19
祁	qi2		羣開A脂平	2	17	19
秒	miao3		明A宵上	1	18	19
稽	ji1		見開齊平	2	15	19
稽	qi3		溪開齊上	1	1	19
笛	di2		定開青入	1	18	19
紹	shao4		常宵上	2	17	19
綁	bang3		幫江上	1	18	19
繫	xi4		匣開齊去	1	14	19
繫	ji4		見開齊去	1	3	19
菇	gu1		見模平	1	13	19
菇	gu5			0	5	19
蔔	bo5	bo2	並登入	1	18	19
蔡	cai4		清開泰去	1	18	19
蔽	bi4		幫A祭去	1	18	19
薯	shu3	shu4	常魚去	1	18	19
虞	yu2		疑虞平	2	17	19
蠻	man2		明刪平	1	18	19
袒	tan3	dan4	定開寒上	1	18	19
襟	jin1		見B侵平	1	18	19
謬	miu4	miao4	明幽去	1	18	19
贅	zhui4		章合祭去	1	18	19
躁	zao4		精豪去	1	18	19
軒	xuan1	xian1	曉開元平	2	17	19
迭	die2		定開先入	1	18	19
邏	luo2	luo4	來開一歌去	1	18	19
郊	jiao1		見肴平	2	17	19
酥	su1		心模平	1	18	19
銘	ming2		明青平	1	18	19
鑿	zao2	zuo2	從開唐入	1	17	19
鑿	zuo4	zuo	精開唐入	0	1	19
閥	fa2		並元入	1	18	19
隙	xi4	qi	溪開三庚入	1	18	19
靴	xue1		曉合三歌平	1	18	19
魁	kui2	kui1	溪灰平	1	18	19
鹹	xian2		匣咸平	1	18	19
齦	yin2		疑欣平	1	17	19
齦	ken3		溪痕上	1	0	19
僕	pu2	bu2	並冬入; 並一東入	1	16	18
僕	pu1	bu2	並冬入; 並一東入	0	1	18
僵	jiang1		見開陽平	1	17	18
刨	bao4	pao2	並肴平	1	12	18
刨	pao2		並肴平	1	4	18
剎	sha1	cha	初開刪入	1	9	18
剎	cha4	cha	初開刪入	1	7	18
吟	yin2		疑B侵平	1	17	18
吻	wen3		明文上	1	17	18
呵	he1		曉開一歌平	1	16	18
呵	a1			1	0	18
婉	wan3	yuan3	影合元上	1	17	18
媳	xi2	xi	心開蒸入	1	17	18
屑	xie4	xie	心開先入	1	17	18
屢	lü3	lü4	來虞去	1	17	18
		現_6				
廚	chu2		澄虞平	1	17	18
廬	lu2	lü2	來魚平	1	17	18
彰	zhang1		章開陽平	1	17	18
怯	qie4	qie	溪嚴入	1	17	18
愣	leng4		來開登去	1	15	18
愣	leng5			0	2	18
掘	jue2		羣合元入	1	17	18
撈	lao1	lao2	來豪平	1	17	18
杏	xing4	heng4	匣開二庚上	1	17	18
枉	wang3		影合陽上	1	14	18
枉	wang5			0	3	18
柘	zhe4		章開三麻去	1	17	18
橘	ju2	ju	見合A眞入	1	17	18
沈	shen3		書侵上	1	14	18
沈	chen2		澄侵平	1	2	18
涕	ti4		透開齊去	1	17	18
淒	qi1		清開齊平	1	17	18
渭	wei4		云合微去	1	17	18
渺	miao3		明A宵上	1	17	18
溢	yi4		以開眞入	1	17	18
滲	shen4		生侵去	1	17	18
潰	kui4	hui4	匣灰去	1	16	18
潰	hui4		匣灰去	0	1	18
澀	se4	she	生侵入	1	17	18
濁	zhuo2		澄江入	1	17	18
燙	tang4		透開唐去	1	17	18
琉	liu2		來尤平	1	17	18
皺	zhou4		莊尤去	1	17	18
眩	xuan4		匣合先去	1	17	18
矇	meng2		明一東平	1	8	18
矇	meng1	meng2	明一東平	1	8	18
禱	dao3		端豪上	1	17	18
稍	shao1	shao4	生肴去	1	15	18
稍	shao4		生肴去	1	1	18
箔	bo2		並唐入	1	17	18
築	zhu4	zhu	知三東入	1	17	18
篤	du3	du	端冬入	1	17	18
繳	jiao3		見蕭上	1	17	18
纜	lan3		來覃上	1	17	18
脅	xie2	xie	曉嚴入	1	17	18
膩	ni4		孃開脂去	1	17	18
芥	jie4		見開皆去	1	14	18
芥	gai4	jie4	見開皆去	1	2	18
董	dong3		端一東上	2	16	18
蓉	rong2	yong2	以鍾平	2	16	18
藻	zao3		精豪上	1	17	18
蘊	yun4	yun3	影文上	1	17	18
襪	wa4		明元入	1	17	18
襯	chen4		初臻去	1	16	18
襯	chen5			0	1	18
蹦	beng4		並登去	1	17	18
蹲	dun1	cun2	從魂平	1	16	18
蹲	dun4	cun2	從魂平	0	1	18
躡	nie4		孃鹽入	1	17	18
轍	zhe2		澄開仙入	1	16	18
轍	che4			1	0	18
逝	shi4		常開祭去	1	17	18
遣	qian3		溪開A仙上	1	17	18
遭	zao1		精豪平	1	17	18
采	cai3		清咍上	1	16	18
采	cai4			1	0	18
鈣	gai4		見咍去; 見開泰去	1	17	18
閨	gui1		見合齊平	1	17	18
陋	lou4		來侯去	1	17	18
頌	song4		邪鍾去	1	17	18
頑	wan2		疑合刪平	1	17	18
些	xie1		心開三麻平	1	16	17
倡	chang4		昌開陽去	1	15	17
倡	chang1		昌開陽平	0	1	17
傍	bang4		並唐去	1	16	17
兌	dui4		定合泰去	2	15	17
冕	mian3		明B仙上	1	16	17
勘	kan1	kan4	溪覃去	1	16	17
呈	cheng2		澄開清平	1	16	17
嗓	sang3		心開唐上	1	16	17
壑	he4	he	曉開唐入	1	16	17
夠	gou4		見侯去	1	16	17
妓	ji4		羣開B支上	1	16	17
孽	nie4	ye4	疑開B仙入	1	16	17
宙	zhou4		澄尤去	1	16	17
崎	qi2		羣開微平	1	16	17
巷	xiang4		匣江去	1	16	17
庇	bi4		幫A脂去	1	16	17
弔	diao4		端蕭去	1	16	17
怖	bu4	pu4	滂模去	1	16	17
扮	ban4		幫山去	1	14	17
扮	ban5			0	2	17
抖	dou3		端侯上	1	16	17
挽	wan3		明元上	1	16	17
掠	lüe4		來開陽入	1	16	17
摔	shuai1	shuai	生合眞入	1	15	17
摔	shuai3	shuai	生合眞入	0	1	17
撇	pie3	pie	滂先入	1	9	17
撇	pie1	pie	滂先入	1	6	17
擁	yong1	yong3	影鍾上	1	16	17
暫	zan4		從談去	1	16	17
札	zha2	zha	莊開山入	1	16	17
杆	gan1	gan4	見開寒去	1	15	17
杆	gan3	gan4	見開寒去	0	1	17
梭	suo1		心合一歌平	1	16	17
欖	lan3		來談上	1	16	17
欣	xin1		曉欣平	1	16	17
歧	qi2		羣開A支平	1	16	17
渴	ke3	ke	溪開寒入	1	16	17
焉	yan1		影開元平; 影開B仙平	1	16	17
焊	han4	han3	曉開寒上	1	16	17
琳	lin2		來侵平	1	16	17
疼	teng2	tong2	定冬平	1	16	17
盪	dang4		定開唐上	1	15	17
盪	tang4		透開唐去	1	0	17
砌	qi4		清開齊去	1	15	17
砌	qie4	qi4	清開齊去	0	1	17
禿	tu1	tu	透一東入	1	16	17
秤	cheng4		昌開蒸去	1	15	17
秤	cheng1			1	0	17
窟	ku1	ku	溪魂入	1	16	17
窺	kui1		溪合A支平	1	16	17
篋	qie4	qie	溪添入	1	16	17
籬	li2		來開支平	1	15	17
籬	li5			0	1	17
緯	wei3	wei4	云合微去	1	16	17
肖	xiao4		心宵去	1	10	17
肖	xiao1	xiao4	心宵去	1	5	17
舵	duo4		定開一歌上	1	16	17
艱	jian1		見開山平	1	16	17
苟	gou3		見侯上	2	15	17
茬	cha2	chi2	崇之平	1	16	17
莓	mei2		明灰平	1	16	17
莖	jing1	heng2	匣開耕平	1	16	17
蔭	yin4		影B侵去	1	16	17
蕾	lei3		來灰上	1	16	17
蛛	zhu1		知虞平	1	15	17
蛛	zhu5			0	1	17
蛤	ge2	ge	見覃入	1	9	17
蛤	ha2	ge	見覃入	1	6	17
蜀	shu3	shu2	常鍾入	1	16	17
蟻	yi3		疑開B支上	1	16	17
袍	pao2		並豪平	1	16	17
詔	zhao4		章宵去	1	16	17
謂	wei4		云合微去	2	15	17
謎	mi2	mi4	明齊去	1	14	17
謎	mei4	mi4	明齊去	1	1	17
謙	qian1		溪添平	1	16	17
蹈	dao3	dao4	定豪去	1	15	17
蹈	dao4		定豪去	0	1	17
邵	shao4		常宵去	1	16	17
頃	qing3	qiong3	溪合清上	1	15	17
頃	qing1			1	0	17
頰	jia2	jie	見添入	1	16	17
飢	ji1		見開B脂平	1	16	17
駝	tuo2		定開一歌平	1	13	17
駝	tuo5			0	3	17
鷦	jiao1		精宵平	1	16	17
丑	chou3		徹尤上	2	14	16
乖	guai1		見合皆平	1	15	16
伶	ling2		來開青平	1	14	16
伶	ling5			0	1	16
兀	wu4		疑魂入	2	14	16
匙	shi5			0	10	16
匙	chi2	shi2	常開支平	1	5	16
卯	mao3		明肴上	1	15	16
哩	li1	li3	來之上	0	9	16
哩	li5			1	4	16
哩	li3		來之上	1	1	16
嘟	du1		端模平	1	15	16
嘩	hua1		曉合二麻平	1	7	16
嘩	hua2		匣合二麻平	1	7	16
噹	dang1		端開唐平	1	15	16
墩	dun1		端魂平	1	15	16
墳	fen2		並文平	1	15	16
壤	rang3		日開陽上	1	15	16
夯	hang1		曉開唐平	1	13	16
夯	ben4		並魂上	1	1	16
婁	lou2		來侯平	1	15	16
寇	kou4		溪侯去	1	15	16
寢	qin3		清侵上	1	15	16
廁	ce4	chi4	初之去	1	12	16
廁	si5			0	2	16
廁	si4			1	0	16
怡	yi2		以之平	1	15	16
恍	huang3	guang1	見合唐平	1	15	16
恤	xu4	xu	心合眞入	1	15	16
握	wo4	yue	影江入	1	15	16
搏	bo2	bo	幫唐入	1	15	16
撓	nao2		孃肴平	1	14	16
撓	nao5			0	1	16
攜	xie2	hui2	匣合齊平	1	15	16
斤	jin1		見欣平	1	15	16
晴	qing2		從開清平	1	15	16
杭	hang2		匣開唐平	1	15	16
桓	huan2		匣合寒平	2	14	16
樞	shu1	chu1	昌虞平	1	15	16
檻	kan3	xian4	匣銜上	1	7	16
檻	jian4	xian4	匣銜上	1	7	16
泄	xie4	xie	心開仙入	1	15	16
澱	dian4		定開先去	1	15	16
濯	zhuo2		澄江入	1	14	16
濯	zhao4		澄肴去	1	0	16
熙	xi1		曉之平	1	15	16
犀	xi1		心開齊平	1	13	16
犀	xi5			0	2	16
狸	li2		來之平	1	9	16
狸	li5			0	6	16
甄	zhen1		章開眞平	2	14	16
睦	mu4		明三東入	1	15	16
瞻	zhan1		章鹽平	1	15	16
矛	mao2	mou2	明尤平	1	15	16
碌	lu4		來一東入; 來鍾入	1	12	16
碌	liu4	lu4	來一東入; 來鍾入	1	1	16
碌	lu5			0	1	16
碾	nian3		孃開仙上	1	15	16
竄	cuan4		清合寒去	1	15	16
籤	qian1		清鹽平	1	15	16
繪	hui4		匣合泰去	1	15	16
肋	lei4	le4	來開登入	1	15	16
脆	cui4		清合祭去	1	15	16
脖	bo2		並魂入	1	15	16
芋	yu4		云虞去	1	15	16
芙	fu2		並虞平	1	15	16
萌	meng2		明耕平	1	15	16
藩	fan1		幫元平	1	15	16
蚊	wen2		明文平	1	15	16
蛙	wa1		影合二麻平; 影合佳平	1	15	16
蠢	chun3		昌合眞上	1	15	16
衷	zhong1		知三東平	1	15	16
袁	yuan2		云合元平	2	14	16
裹	guo3		見合一歌上	1	14	16
裹	guo5			0	1	16
訟	song4		邪鍾去	1	15	16
該	gai1		見咍平	1	15	16
讚	zan4		精開寒去	1	15	16
躬	gong1	jiong1	見三東平	1	15	16
迴	hui2		匣灰平	1	15	16
鄧	deng4		定開登去	1	15	16
醛	quan2		從合仙平	1	15	16
釀	niang4		孃開陽去	1	14	16
釀	niang2	niang4	孃開陽去	0	1	16
釐	li2		來之平	2	14	16
鉀	jia3	jia	見銜入	1	15	16
銜	xian2		匣銜平	1	15	16
闖	chuang3		初開陽上	1	15	16
霄	xiao1		心宵平	1	15	16
頤	yi2		以之平	1	15	16
餡	xian4		匣咸上; 匣咸去	1	15	16
驕	jiao1		見B宵平	1	15	16
麟	lin2		來開眞平	1	15	16
倚	yi3		影開B支上	1	14	15
僻	pi4	pi	滂清入; 滂青入	1	14	15
剋	ke4	ke	溪開登入	2	10	15
剋	kei1	ke	溪開登入	1	2	15
勉	mian3		明B仙上	1	14	15
卿	qing1		溪開三庚平	1	14	15
吏	li4		來之去	1	14	15
吵	chao3		初肴上	1	12	15
吵	chao5			0	1	15
吵	chao1	miao3	明A宵上	0	1	15
喚	huan4		曉合寒去	1	13	15
喚	huan5			0	1	15
嗔	chen1		昌開眞平	1	14	15
嗜	shi4		常開脂去	1	14	15
囉	luo1	luo2	來開一歌平	1	11	15
囉	luo5			1	1	15
囉	luo2		來開一歌平	0	1	15
垃	la1	la4	來覃入	1	14	15
宵	xiao1		心宵平	1	14	15
帥	shuai4		生合脂去	2	13	15
廂	xiang1		心開陽平	1	14	15
彪	biao1		幫幽平	1	14	15
悍	han4		匣開寒去	1	14	15
惱	nao3		泥豪上	1	14	15
惶	huang2		匣合唐平	1	14	15
愈	yu4	yu3	以虞上	1	14	15
捏	nie1	nie4	泥開先入	1	13	15
捏	nie5			0	1	15
攏	long3		來一東上	1	14	15
攔	lan2		來開寒平	1	14	15
攪	jiao3		見肴上	1	14	15
昔	xi1	xi	心開清入	2	13	15
杖	zhang4		澄開陽上	1	14	15
杳	yao3		影蕭上	1	14	15
椋	liang2		來開陽平	1	14	15
櫻	ying1	eng1	影開耕平	1	14	15
汀	ting1		透開青平	1	14	15
汛	xun4	xin4	心開眞去	1	14	15
沐	mu4		明一東入	1	14	15
沸	fei4		幫微去	1	14	15
泗	si4		心開脂去	2	13	15
澡	zao3		精豪上	1	14	15
熏	xun1		曉文平	1	14	15
狠	hen3	hen4	匣痕上	1	14	15
猿	yuan2		云合元平	1	14	15
玲	ling2		來開青平	1	14	15
甕	weng4		影一東去	2	13	15
甫	fu3		幫虞上	1	13	15
甫	fu5			0	1	15
盼	pan4		滂山去	1	14	15
睹	du3		端模上	1	14	15
砸	za2		從覃入	1	14	15
礁	jiao1		精宵平	1	14	15
禾	he2	huo2	匣合一歌平	1	14	15
秉	bing3		幫三庚上	2	13	15
秧	yang1		影開陽平	1	14	15
糾	jiu1	jiu3	見幽上	1	14	15
紡	fang3		滂陽上	1	14	15
緝	ji1	qi	清侵入	1	13	15
緝	qi1			1	0	15
