Unicode		按	遺		現		TUPA（用現）	遺	現
13965	㚍		溪灰上	✓	溪合一灰上	✓	khojq		fui2
13970	㚒		書開清入	✓	書開三清入	✓	sjiaek		sik1
13970	㚒		書鹽上	✓	書開三鹽上	✓	sjiemq		sim2
13972	㚔		匣開耕上	✓	匣開二耕上		gheengq		hang6
13972	㚔		孃鹽入	✓	孃開三鹽入	✓	nriep		nip6
13974	㚖		昌開清入	✓	昌開三清入	✓	tjhiaek		cik1
13974	㚖		見豪上	✓	見開一豪上	✓	kawq		gou2
13975	㚗		從開三麻平	✓	從開三麻平	✓	dziae		ce4
13976	㚘		並寒上	✓	並一寒上	✓	banq		bun6
13979	㚛		曉開先入	✓	曉開四先入	✓	het		hit3
13979	㚛		曉開齊去	✓	曉開四齊去	✓	hejh		hai3
13980	㚜		云合蒸入	✓	云合三B蒸入	✓	uik		wik6
13984	㚠		曉蕭平	✓	曉開四蕭平	✓	hew		hiu1
13984	㚠		溪A宵平	✓	溪開三A宵平	✓	khiew		hiu1
13986	㚢		泥模平	✓	泥一模平	✓	no		nou4
13988	㚤		以開蒸入	✓	以開三蒸入	✓	jyk		jik6
13995	㚫		心覃入	✓	心開一覃入	✓	sop		saap3
14002	㚲		昌鹽入	✓	昌開三鹽入	✓	tjhiep		cip3
14002	㚲		昌鹽平	✓	昌開三鹽平	✓	tjhiem		cim1
14007	㚷		孃開佳上	✓	孃開二佳上	✓	nreeq		naai5
14017	㛁		滂耕平	✓	滂二耕平	✓	pheeng		pang1
14018	㛂		泥合一歌上	✓	泥合一歌上	✓	nwaq		no5
14018	㛂		疑合一歌上	✓	疑合一歌上	✓	ngwaq		ngo5
14020	㛄		影開微平	✓	影開三C微平	✓	qyj		ji1
14021	㛅		日之去	✓	日開三之去	✓	njyh		ji6
14022	㛆		端合一歌去	✓	端合一歌去		twah		do3
14026	㛊		端合一歌去		端合一歌去	✓	twah		do3
14029	㛍		曉B鹽上	✓	曉開三B鹽上	✓	hyemq		him2
14029	㛍		曉添入	✓	曉開四添入	✓	hep		hip3
14029	㛍		溪添入	✓	溪開四添入	✓	khep		hip3
14032	㛐		心豪上	✓	心開一豪上	✓	sawq		sou2
14033	㛑		清開寒去	✓	清開一寒去	✓	tshanh		caan3
14034	㛒		定侯去	✓	定一侯去	✓	douh		dau6
14039	㛗		心合一歌平	✓	心合一歌平	✓	swa		so1
14039	㛗		清合一歌平	✓	清合一歌平	✓	tshwa		co1
14040	㛘		滂魂入	✓	滂一魂入	✓	phot		put3
14053	㛥		透覃入	✓	透開一覃入	✓	thop		taap3
14055	㛧		明談上	✓	明一談上	✓	mamq		maan5
14058	㛪		影嚴去	✓	影開三C嚴去	✓	qyomh		jim3
14062	㛮		心豪上	✓	心開一豪上	✓	sawq		sou2
14065	㛱		影灰上	✓	影合一灰上	✓	qojq		wui2
14067	㛳		以開祭去	✓	以開三祭去	✓	jiejh		jai6
14067	㛳		章開祭去		章開三祭去	✓	tjiejh		zai3
14068	㛴		泥豪上	✓	泥開一豪上	✓	nawq		nou5
14070	㛶		透開寒去	✓	透開一寒去	✓	thanh		taan3
14073	㛹		並A仙平	✓	並三A仙平	✓	bien		pin4
14076	㛼		初咸入	✓	初開二咸入	✓	tsrheep		caap3
14082	㜂		幫鍾平	✓	幫三C鍾平		puong		fung1
14085	㜅		曉三東入	✓	曉三C東入	✓	huk		huk1
14087	㜇		影合A支去	✓	影合三A支去	✓	qwieh		wai3
14090	㜊		知開仙上	✓	知開三仙上	✓	trienq		zin2
14092	㜌		溪侯去	✓	溪一侯去	✓	khouh		hau3
14094	㜎		匣開齊平	✓	匣開四齊平	✓	ghej		hai4
14099	㜓		端覃入	✓	端開一覃入	✓	top		daap3
14103	㜗		清覃上	✓	清開一覃上	✓	tshomq		caam2
14103	㜗		清覃入	✓	清開一覃入	✓	tshop		caap3
14103	㜗		清覃平	✓	清開一覃平	✓	tshom		caam1
14104	㜘		精開三麻平	✓	精開三麻平	✓	tsiae		ze1
14109	㜝		疑覃上	✓	疑開一覃上	✓	ngomq		ngam5
14109	㜝		匣覃上		匣開一覃上	✓	ghomq		ham6
14114	㜢		來虞上	✓	來合三虞上	✓	luoq		leoi5
14115	㜣		日開仙平	✓	日開三仙平	✓	njien		jin4
14115	㜣		書開仙上	✓	書開三仙上	✓	sjienq		sin2
14115	㜣		泥開先去	✓	泥開四先去	✓	nenh		nin6
14116	㜤		書侵上	✓	書開三侵上	✓	sjimq		sam2
14116	㜤		泥添上	✓	泥開四添上	✓	nemq		nim5
14122	㜪		生臻平	✓	生開三臻平	✓	sryin		san1
14126	㜮		來談去	✓	來開一談去	✓	lamh		laam6
14128	㜰		以開陽入	✓	以開三陽入	✓	jyak		joek6
14128	㜰		書開陽入	✓	書開三陽入	✓	sjyak		soek3
14130	㜲		以開清平	✓	以開三清平	✓	jiaeng		jing4
14131	㜳		匣合皆平	✓	匣合二皆平	✓	ghweej		waai4
14133	㜵		泥蕭上	✓	泥開四蕭上	✓	newq		niu5
14135	㜷		明A支平	✓	明三A支平	✓	mie		mei4
14136	㜸		疑開B仙入	✓	疑開三B仙入	✓	ngyet		jit6
14138	㜺		從開寒去	✓	從開一寒去	✓	dzanh		zaan6
14138	㜺		精開寒去	✓	精開一寒去	✓	tsanh		zaan3
14141	㜽		精之上	✓	精開三之上	✓	tsyq		zi2
14146	㝂		章開祭去	✓	章開三祭去	✓	tjiejh		zai3
14147	㝃		明B仙上	✓	明三B仙上	✓	myenq		min5
14147	㝃		明元上	✓	明三C元上	✓	muonq		maan5
14149	㝅		泥侯上	✓	泥一侯上	✓	nouq		nau5
14149	㝅		見侯去	✓	見一侯去	✓	kouh		gau3
14152	㝈		生合仙去	✓	生合三仙去	✓	sruenh		syun3
14152	㝈		生合刪去	✓	生合二刪去	✓	srwaenh		saan3
14156	㝌		以尤上	✓	以三尤上	✓	juq		jau5
14156	㝌		見尤去	✓	見三C尤去	✓	kuh		gau3
14159	㝏		見開皆去	✓	見開二皆去	✓	keejh		gaai3
14160	㝐		以鍾平	✓	以三鍾平	✓	juong		jung4
14166	㝖		疑開B支平	✓	疑開三B支平	✓	ngye		ji4
14167	㝗		來開唐上	✓	來開一唐上	✓	langq		long5
14167	㝗		來開唐平	✓	來開一唐平	✓	lang		long4
14174	㝞		影開二麻平	✓	影開二麻平	✓	qae		aa1
14178	㝢		云虞上	✓	云合三C虞上	✓	uoq		jyu5
14179	㝣		影開先入	✓	影開四先入	✓	qet		jit3
14179	㝣		影開齊去	✓	影開四齊去	✓	qejh		jai3
14180	㝤		見侯去	✓	見一侯去	✓	kouh		gau3
14185	㝩		溪開唐上	✓	溪開一唐上	✓	khangq		hong2
14185	㝩		溪開唐平	✓	溪開一唐平	✓	khang		hong1
14186	㝪		端添入	✓	端開四添入	✓	tep		dip3
14186	㝪		端添去	✓	端開四添去	✓	temh		dim3
14191	㝯		羣B宵平	✓	羣開三B宵平	✓	gyew		kiu4
14192	㝰		明先平	✓	明四先平	✓	men		min4
14193	㝱		明三東去	✓	明三C東去	✓	mungh		mung6
14200	㝸		並B仙去		並三B仙去	✓	byenh		bin6
14203	㝻		羣開B眞去	✓	羣開三B真去	✓	gyinh		gan6
14204	㝼		影虞平	✓	影合三C虞平	✓	quo		jyu1
14206	㝾		精開一歌上	✓	精開一歌上	✓	tsaq		zo2
14206	㝾		精開一歌去	✓	精開一歌去	✓	tsah		zo3
14207	㝿		幫一歌上	✓	幫一歌上	✓	paq		bo2
14209	㞁		以宵去	✓	以開三宵去	✓	jiewh		jiu6
14210	㞂		透灰上	✓	透合一灰上	✓	thojq		teoi2
14212	㞄		影覃上	✓	影開一覃上	✓	qomq		am2
14212	㞄		影覃平	✓	影開一覃平	✓	qom		am1
14214	㞆		溪開B支去	✓	溪開三B支去	✓	khyeh		hei3
14214	㞆		見開B支上	✓	見開三B支上	✓	kyeq		gei2
